City,ProviderName,MeanThroughputMbps,MinRTT
Abington,CELLCO - Cellco Partnership DBA Verizon Wireless,2.3930211933064864,49.099
Abington,"COMCAST-7922 - Comcast Cable Communications, Inc.",6.205228984624082,32.30766666666667
Abington,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",21.396348533404968,16.142384615384614
Acton,"COMCAST-7922 - Comcast Cable Communications, Inc.",15.07523540876945,18.022499999999997
Acton,"JUNIPER-NETWORKS - Juniper Networks, Inc.",8.400411243293476,6.191
Acton,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",95.2357481139401,93385.96795652174
Acushnet,"COMCAST-7922 - Comcast Cable Communications, Inc.",26.405297078979807,56.623999999999995
Agawam,"COMCAST-7922 - Comcast Cable Communications, Inc.",8.040066078925443,24.983333333333334
Allston,CELLCO - Cellco Partnership DBA Verizon Wireless,13.600694924793107,40.1161
Allston,"COMCAST-7922 - Comcast Cable Communications, Inc.",13.66716099112395,22.93208333333334
Allston,RCN-AS - RCN,3.6111274788126435,10.722000000000001
Allston,RR-NYSREGION-ASN-01 - Time Warner Cable Internet LLC,2.257470420317732,41.438
Amesbury,"COMCAST-7922 - Comcast Cable Communications, Inc.",26.805415712579645,29.326125
Amesbury,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",0.7031645905754311,77.661
Amherst,"COMCAST-7922 - Comcast Cable Communications, Inc.",9.942175009970104,25.417406250000003
Andover,"ATT-INTERNET4 - AT&T Services, Inc.",19.588356242899945,12.612
Andover,"COMCAST-7922 - Comcast Cable Communications, Inc.",11.612884872373034,25.754761904761907
Andover,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",207.3073794390465,10.744695652173913
Arlington,CELLCO - Cellco Partnership DBA Verizon Wireless,6.189830550453235,41.543666666666674
Arlington,"COMCAST-7922 - Comcast Cable Communications, Inc.",22.522539490055365,21.14976086956522
Arlington,RCN-AS - RCN,13.767739247912262,24.092101449275354
Arlington,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",118.00640760452347,13.828033333333332
Ashburnham,"COMCAST-7922 - Comcast Cable Communications, Inc.",8.119579029973398,21.676099999999998
Ashby,"COMCAST-7922 - Comcast Cable Communications, Inc.",23.47697614511117,15.311
Ashfield,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",0.6282386755246944,88.92109090909092
Ashland,CELLCO - Cellco Partnership DBA Verizon Wireless,4.119096340431714,33.012
Ashland,"COMCAST-7922 - Comcast Cable Communications, Inc.",2.785266477460276,24.222
Ashland,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",71.16233640583069,16.454232558139534
Athol,RR-NYSREGION-ASN-01 - Time Warner Cable Internet LLC,9.73253049764993,47.937789473684205
Attleboro,"COMCAST-7922 - Comcast Cable Communications, Inc.",16.674145943711693,26.2245304347826
Auburn,CHARTER-NET-HKY-NC - Charter Communications,14.152121777866236,41.9841
Auburn,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",0.5708554664533512,45.144999999999996
Auburndale,CELLCO - Cellco Partnership DBA Verizon Wireless,11.832917969930609,43.4512
Avon,"COMCAST-7922 - Comcast Cable Communications, Inc.",18.688435962172115,40.0085
Baldwinville,"COMCAST-7922 - Comcast Cable Communications, Inc.",4.439168959198503,19.3335
Bedford,"COMCAST-7922 - Comcast Cable Communications, Inc.",11.892793511631025,21.056347826086956
Bedford,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",77.48031810025182,13.120739130434782
Belchertown,CHARTER-NET-HKY-NC - Charter Communications,3.5781231526031982,21.193
Bellingham,"COMCAST-7922 - Comcast Cable Communications, Inc.",11.585322632975782,24.44886666666667
Bellingham,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",79.69146405077751,9.96
Belmont,"COMCAST-7922 - Comcast Cable Communications, Inc.",16.502390185180925,19.465799999999998
Belmont,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",72.967793624524,13.673727272727273
