EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
224551,YAZOO CO.,ENOLA,04/24/2010,1053,Tornado, ,EF4,4,53,140000000,4000000,MS,CST-6, ,38376,C,163,JAN,0,0,NWS Storm Survey, ,34.85,3080,5,WSW,3,NNW,FORDYKE,32.7003,-90.6783,32.9456,-90.1539,"The tornado moved out of extreme southeast Sharkey County and into west central Yazoo County and gained intensity as it tracked northeast. The tornado caused significant home damage northwest of Satartia, and again as it crossed Highway 3 near the Crupp Community. The tornado then moved through a rural area southwest of Yazoo City, causing major damage or destruction of a number of homes, as well as intense tree damage.  As the tornado approached the intersection of US Highway 49 and Highway 16, on the south side of Yazoo City, it reached its widest point and maximum intensity. Here the rating peaked at EF4 with maximum winds around 170 mph. The tornado had a maximum width of 1.75 miles. Several buildings, including a church and several businesses, were totally destroyed. The tornado continued moving through residential areas on the southeast side of Yazoo City, heavily damaging or destroying numerous homes.  The tornado continued northeast through rural northeastern Yazoo County before it tracked into Holmes County.||A total of four fatalities occurred in Yazoo County. All of the fatalities were individuals who were in mobile homes.","During the midday hours of April 24th, an intense supercell thunderstorm produced a violent, long track tornado, which ripped a path across the center of the NWS Jackson, MS forecast area. This tornado touched down just south of I-20, west of Tallulah, in Madison Parish. The tornado intensified quickly and became large as it tracked at a fast pace to the northeast. The tornado moved at roughly 55 mph and was on the ground for 149 miles. The actual time on the ground was 2 hours and 44 minutes. The tornado touched 9 counties/parishes along it's path with the most significant damage occurring in Madison Parish, Warren, Yazoo, Holmes, Attala and Choctaw Counties. A great deal of the damage was in the EF2 and EF3 range with a couple locations of EF4 damage in Yazoo and Holmes Counties. Maximum winds peaked around 170 mph. Overall, 10 fatalities occurred along with 146 injuries. Five fatalities occurred in Choctaw County, 4 in Yazoo County, and 1 in Holmes County.||As we try and put this tornado into perspective for the state of Mississippi, this long track tornado ranks as the 4th longest in Mississippi history at 149 miles.  It is the widest known tornado with a maximum width of 1.75 miles.  It also ranks as the 9th deadliest tornado with 10 fatalities, making it the most deadly since November 21st 1992.  Lastly, this was the first violent tornado (F4 or greater) in the month of April since April 18th, 1978.",1
224552,HOLMES CO.,ZEIGLERVILLE,04/24/2010,1133,Tornado, ,EF4,1,40,60000000,4000000,MS,CST-6, ,38376,C,51,JAN,0,0,NWS Storm Survey, ,21.25,2600,2,ESE,3,E,DURANT,32.9456,-90.1539,33.0802,-89.8241,"The tornado continued northeast into rural southern Holmes County, causing intense tree damage and damaging or destroying a number of rural residences. The damage across this area was in the EF3 range. As the tornado moved by the Franklin Community, in rural Holmes county, it again reached EF4 intensity. It completely destroyed two brick homes and heavily damaged or destroyed a number of other homes. The tornado then crossed Interstate 55, causing significant tree damage and blowing a number of vehicles off the road. As the tornado approached the area just south of Durant and crossed US Highway 51, it narrowed and reached one of its weakest points. One fatality occurred in Holmes County.","During the midday hours of April 24th, an intense supercell thunderstorm produced a violent, long track tornado, which ripped a path across the center of the NWS Jackson, MS forecast area. This tornado touched down just south of I-20, west of Tallulah, in Madison Parish. The tornado intensified quickly and became large as it tracked at a fast pace to the northeast. The tornado moved at roughly 55 mph and was on the ground for 149 miles. The actual time on the ground was 2 hours and 44 minutes. The tornado touched 9 counties/parishes along it's path with the most significant damage occurring in Madison Parish, Warren, Yazoo, Holmes, Attala and Choctaw Counties. A great deal of the damage was in the EF2 and EF3 range with a couple locations of EF4 damage in Yazoo and Holmes Counties. Maximum winds peaked around 170 mph. Overall, 10 fatalities occurred along with 146 injuries. Five fatalities occurred in Choctaw County, 4 in Yazoo County, and 1 in Holmes County.||As we try and put this tornado into perspective for the state of Mississippi, this long track tornado ranks as the 4th longest in Mississippi history at 149 miles.  It is the widest known tornado with a maximum width of 1.75 miles.  It also ranks as the 9th deadliest tornado with 10 fatalities, making it the most deadly since November 21st 1992.  Lastly, this was the first violent tornado (F4 or greater) in the month of April since April 18th, 1978.",2
220277,DEKALB CO.,RODENTOWN,04/24/2010,2301,Tornado, ,EF4,0,5,3000000,0,AL,CST-6, ,37834,C,49,HUN,0,0,NWS Storm Survey, ,16.62,880,3,E,1,ESE,DOG TOWN,34.2203,-85.9602,34.3439,-85.7105,"A long track tornado began it's 16.6 mile path about a half mile west of Hendrixville.  The tornado intensified and knocked several trees down and damaged a chicken farm about 2 miles east northeast of Hendrixville just west of Interstate 59.  The tornado continued sporadically into the town of Collinsville where it knocked three trees down and lifted several canopies at a campground.  The tornado intensified and became violent just northeast of Collinsville reaching EF-4 intensity with winds of 170 mph with a path width of 1/4 to 1/2 miles.  This path impacted areas from Mount Vernon to Dog Town in extreme southeastern DeKalb County.  The tornado destroyed several single wide manufactured homes along County Road 60, between County Roads 822 and 892.  Numerous large trees were snapped or uprooted.  The McNutt Memorial United Methodist Church and a two-story residence across the street were destroyed near the intersection of County Roads 80 and 55.  Oak trees nearby were debarked as well.  The tornado produced structural damage to residences along County Road 79 just west of Highway 176.  The tornado lifted about 1.4 miles east southeast of Dog Town.","Four damaging tornadoes tore tracks through north central and northeast Alabama during the evening and overnight hours of the 24th.   These tornadoes were part of a larger regional tornado outbreak across the lower Mississippi and Tennessee Valleys.   The tornadoes were associated with three separate long track supercell thunderstorms that thrived upon a very unstable and high shear environment.  One of the longer track tornadoes tore through several successive communities with up to EF-3 strength in Marshall and DeKalb Counties, including the towns of Albertville, Geraldine and Pine Ridge, lifting just before reaching Fort Payne.  A tornado from the same storm then touched down again in the Mentone area before crossing the Georgia state line.  Another supercell produced yet another tornado southwest of Collinsville, tracking just a few miles south of the earlier damaging tornado.  This tornado reached EF-4 strength when it completely leveled the McNutt United Methodist Church on County Road 55.    Fortunately, no fatalities occurred with these particular tornadoes, but damages were severe.||In Marshall County, total costs from the tornado had exceeded $14 million, which included 1032 homes experiencing at least some damage, and 93 homes destroyed.  In DeKalb County, damage losses were still being tallied.  Debris removal costs alone have exceeded $3 million.",3
231948,CLEVELAND CO.,NORMAN,05/10/2010,1632,Tornado, ,EF4,1,32,0,0,OK,CST-6, ,39859,C,27,OUN,0,0,NWS Storm Survey, ,17,880,3,SSE,5,ENE,LAKE THUNDERBIRD DAM,35.1808,-97.4273,35.249,-97.142,"This tornado is labeled #J1, and moved into Pottawatomie County near state highway 9. The tornado a few hundred yards east of the National Weather Center in Norman, Oklahoma. The damage intensity increased gradually along the path with significant damage beginning as the tornado approached Lake Thunderbird. This tornado crossed Lake Thunderbird, severely damaging two campgrounds and the marina where about 300 boats were docked.  The most severe damage occurred from the Little Axe School to the Cleveland/Pottawatomie county line. Trees were stripped of some bark and branches. Large objects were thrown considerable distances, including some concrete pillars. The metal bleachers near the school were tossed or rolled several hundred yards. Some appliances were also lofted as a dryer was found about 50 feet up in a tree. Considerable structural damage also occurred, as some foundation homes were mostly destroyed.  In addition to the damage, one person lost their life as a result of the tornado.","A significant outbreak of severe thunderstorms and tornadoes affected a large part of northern, central, and southern Oklahoma. Tornadoes were most numerous across central and southern Oklahoma, with significant damage occurring over many areas. |Severe thunderstorms erupted by mid afternoon across northern and western Oklahoma. Given the potent combination of ingredients in place, storms began to produce tornadoes quickly after initiation. Storm motions of 50 to 60 mph were common.||During the mid afternoon hours, severe weather was confined to northern Oklahoma. It was there a long track supercell storm produced tornadoes near the Kansas border - including one rated EF3 - from near Wakita to north of Braman.||The capping inversion that had delayed thunderstorm development into central Oklahoma weakened, allowing for explosive supercell development along the dry line along and west of the Interstate 35 corridor. Rapid development and intensification was common with the late afternoon storms, with storms becoming tornadic within a very short time after initiation. This round of storms would directly impact a large part of the Oklahoma City metro area at rush hour, and posed a significant threat to the area. The first tornado in this area occurred in Canadian County.||During the next several hours, tornadoes were clustered around the metro area, and at times there were multiple significant damaging tornadoes occurring simultaneously. Several of the tornadoes had long tracks. Damage from the tornadoes was substantial, with numerous structures, vehicles, trees and power poles/lines significantly damaged or destroyed. One of the more intense tornadoes moved across Lake Thunderbird east of Norman destroying numerous boats.||More storms developed across southwest and south central Oklahoma, and also quickly became tornadic. ||By 9 pm, 35 tornadoes had been reported. While the loss of three lives was tragic, the casualties could have been much higher given the storm's fast motions, their intensity, the time of day and the areas impacted. ||While exact monetary damage figures were not available, it is estimated that losses were in excess of $595 million. At least 450 sustained injuries, most of them minor. Unfortunately three people lost their lives. ||Note: The large number of injuries and tornadoes made it difficult to associate injuries with specific tornadoes. Injury numbers were included when we had confidence in the numbers. ||Note: The complex nature of storm evolutions and interactions made the job of classifying tornadoes difficult. This represents our best scientific assessment based on ground and aerial surveys, data from multiple radars, photographic and video evidence and anecdotal information.",4
231939,OKLAHOMA CO.,(TIK)TINKER AFB,05/10/2010,1635,Tornado, ,EF4,2,29,0,0,OK,CST-6, ,39859,C,109,OUN,0,0,NWS Storm Survey, ,11,2000,5,ESE,1,SSE,HARRAH,35.377,-97.305,35.47,-97.155,"This tornado is a continuation of the tornado that began in Cleveland County, labeled  #I1. This long-tracked and devastating tornado developed west of I-35, northwest of Max Westheimer airport. Widespread tree, power line/pole damage was reported from near I-35 to the east side of Stanley Draper Lake. Several homes also sustained damage, mainly with mostly roofs receiving significant damage, and some siding was ripped off. Several fences were also knocked down as the tornado moved northeast. From the east side of Lake Stanley Draper, near Hiwassee Road and SE 89th Street, to just south of Harrah, the damage path became more severe and focused. The tree damage became more severe, breaking at various heights of the tree or being uprooted. Walls of homes collapsed, and debris from the homes scattered in all directions. Several 2x4's punctured roofs and ceilings over numerous structures. A few mobile homes in this area were also completely destroyed. Where the tornado crossed I-40, a gas station and drive-in restaurant sustained up to EF3 damage. The most severe damage, one of the two EF4 tornadoes of the day, occurred in the Deerfield West Subdivision. A well-built residence here was completely destroyed, with most exterior and interior walls collapsing. The tornado finally lifted 2 miles south of Harrah. In addition to the incredible damage, two people lost their lives as a result of the tornado.","A significant outbreak of severe thunderstorms and tornadoes affected a large part of northern, central, and southern Oklahoma. Tornadoes were most numerous across central and southern Oklahoma, with significant damage occurring over many areas. |Severe thunderstorms erupted by mid afternoon across northern and western Oklahoma. Given the potent combination of ingredients in place, storms began to produce tornadoes quickly after initiation. Storm motions of 50 to 60 mph were common.||During the mid afternoon hours, severe weather was confined to northern Oklahoma. It was there a long track supercell storm produced tornadoes near the Kansas border - including one rated EF3 - from near Wakita to north of Braman.||The capping inversion that had delayed thunderstorm development into central Oklahoma weakened, allowing for explosive supercell development along the dry line along and west of the Interstate 35 corridor. Rapid development and intensification was common with the late afternoon storms, with storms becoming tornadic within a very short time after initiation. This round of storms would directly impact a large part of the Oklahoma City metro area at rush hour, and posed a significant threat to the area. The first tornado in this area occurred in Canadian County.||During the next several hours, tornadoes were clustered around the metro area, and at times there were multiple significant damaging tornadoes occurring simultaneously. Several of the tornadoes had long tracks. Damage from the tornadoes was substantial, with numerous structures, vehicles, trees and power poles/lines significantly damaged or destroyed. One of the more intense tornadoes moved across Lake Thunderbird east of Norman destroying numerous boats.||More storms developed across southwest and south central Oklahoma, and also quickly became tornadic. ||By 9 pm, 35 tornadoes had been reported. While the loss of three lives was tragic, the casualties could have been much higher given the storm's fast motions, their intensity, the time of day and the areas impacted. ||While exact monetary damage figures were not available, it is estimated that losses were in excess of $595 million. At least 450 sustained injuries, most of them minor. Unfortunately three people lost their lives. ||Note: The large number of injuries and tornadoes made it difficult to associate injuries with specific tornadoes. Injury numbers were included when we had confidence in the numbers. ||Note: The complex nature of storm evolutions and interactions made the job of classifying tornadoes difficult. This represents our best scientific assessment based on ground and aerial surveys, data from multiple radars, photographic and video evidence and anecdotal information.",5
235969,EDMUNDS CO.,BOWDLE,05/22/2010,1729,Tornado, ,EF4,0,0,0,0,SD,CST-6, ,40558,C,45,ABR,0,0,NWS Storm Survey, ,3.86,1200,2,W,2,NE,BOWDLE,45.45,-99.71,45.4791,-99.642,"An EF2 tornado in eastern Walworth county crossed into western Edmunds county and intensified into a large EF4 tornado as it struck several farms in its path. At the first farm, several large cottonwood trees were uprooted along with damage to several trailers. Three grain bins were also destroyed with debris located several hundred yards to the northeast. The residence suffered some shingle and antenna damage. The tornado then tracked northeast to a second farm where several outbuildings were damaged or destroyed along with widespread tree damage. The main residence at this location suffered no damage. Several grain cars were also rolled about 100 yards into the trees behind the house.||The large tornado continued to track northeast to a third farm to the north of Bowdle. The main residence suffered major damage to walls with part of the roof structure removed. Widespread tree damage was sustained with many of the |trees completely debarked with only the stumps of the largest branches |remaining. Two large garages were completely destroyed with the |concrete slab wiped clean. The vehicles in one garage were |rolled or tossed from 25 to 100 yards away. It is estimated that one |vehicle flew through the air 75 to 100 yards resting in the tree |shelter belt to the north of the residence. Several other outbuildings were completely destroyed.||The tornado then toppled six to eight metal power transmission towers as it moved to the north of the farm. One tower was sheared off from the concrete footings and traveled an estimated 400 yards. Ground scouring was visible along the path of these towers.||The large tornado continued to track east crossing over State Highway 47 where a state radio tower was toppled. The tornado lifted shortly thereafter.  The highest wind speeds were estimated to be from 166 to 200 mph.","Several supercell thunderstorms developed along a very strong warm front and produced nine tornadoes from Akaska to Bowdle to Hecla. The largest of the tornadoes was an EF4 tornado which occurred near Bowdle. This tornado produced devastating damage in the Bowdle area. The other tornadoes ranged from EF0 to EF2 and caused extensive tree and building damage.  Nearly one-hundred power poles were downed along with several high line towers leaving nearly a thousand customers without power. Also, very strong straight line winds and large hail up to the size of golfballs affected parts of the area causing some damage.",6
239602,WOOD CO.,MOLINE,06/05/2010,2220,Tornado, ,EF4,7,28,100000000,0,OH,EST-5, ,39815,C,173,CLE,0,0,NWS Storm Survey, ,6.5,400,2,SW,1,E,MILLBURY,41.5512,-83.538,41.5716,-83.4153,"A devastating tornado moved across portions of northern Wood County during the late evening hours of June 5th.  The tornado reached a peak intensity of EF4 and was responsible for the deaths of seven people.  Five of the victims died immediately with the other two passing away from their injuries at later dates.  The initial touchdown occurred east of Perrysburg along Oregon Road just to the north of the Ohio Turnpike.  The tornado then moved east northeast toward Toledo Metcalf Field as an EF0 to EF1.  The tornado intensified to an EF2 as it crossed East Broadway Street.  Over two dozen homes in a neighborhood bordered by East Broadway to the west and State Route 795 to the north and east were heavily damaged or destroyed.  The worst of the damage was along Shawnee and Neill Avenues in this neighborhood.  The tornado then crossed State Route 795 and followed the highway toward Metcalf Field.  The tornado intensified to EF3 at that time.  Several homes along Moline-Martin Road were destroyed between State Route 795 and Metcalf Field.  An occupant of one of the homes, an 87 year old man, was injured by the tornado and later died.  As the tornado approached Metcalf Field it crossed a railroad yard and overturned a couple dozen railroad cars.  The tornado then moved across the southern end of the airport grounds and destroyed the Lake Township Administrative and Police Department building located just northwest of the intersection of Cummings Road and State Route 795.  A 20 year old female was killed by the tornado just outside of the police department.  She had left her vehicle along with her boyfriend and child to seek refuge in the police station.  She was caught outside and was reportedly killed by flying debris.  At the police station, the tornado destroyed at least six police vehicles and one emergency response vehicle. The emergency response vehicle was found over 1000 feet away from its original position. One police vehicle was found wrapped around a large tree. After doing extensive damage to an agricultural business, the tornado struck the Lake Local School District complex along State Route 795 and Lemoyne Road.  Lake High School took a direct hit from the tornado and was damaged enough to be considered destroyed.  The nearby middle and elementary schools sustained considerable roof damage.  The high school gymnasium was scheduled to hold a commencement ceremony for the graduating senior class on June 6th.  Large sections of the gymnasium collapsed.  A field house, cafeteria and auditorium adjacent to the high school were destroyed.  At least eight school buses were overturned and destroyed by the tornado.  The tornado continued to move parallel to and just north of State Route 795 at EF3 intensity.  A 56 year old female was killed by flying debris while driving her car on State Route 795 near the school complex.  The woman's daughters were following in another car which was also destroyed.  The daughters both sustained minor injuries.  The tornado continued east northeast and crossed Interstate 280 just north of the State Route 795 interchange before moving across open fields for about a mile.  The tornado may have briefly weakened to EF2 intensity, but then strengthened back to EF3 intensity as it crossed Bradner Road to the west of Millbury.  The tornado destroyed several homes in a neighborhood bordered by Bradner Road to the west and Cherry Street to the south.  A 47 year old man was killed in house on Case Road in this neighborhood.  The man's daughter was the valedictorian of the graduating senior class at Lake High School which was destroyed by the tornado.  The tornado then intensified to EF4 as it approached Main Street on the north side of Millbury.  Over a dozen homes were destroyed or heavily damaged along Main Street.  A 36 year old woman and her four year old son were killed in one of the destroyed homes on Main Street.  The woman's 37 year old husband died on June 12th from injuries sustained from the tornado.  Several more homes were destroyed or heavily damaged on Hille Drive and Woodville Road before the tornado crossed North Fostoria Road and moved into Ottawa County as a weak EF3 or strong EF2 tornado.   This tornado was on the ground for around six and a half miles in Wood County and destroyed or heavily damaged over 60 homes.  Dozens of additional homes sustained minor damage with another couple hundred homes affected by the storm.  Dozens of vehicles were also destroyed.  Hundreds of trees were toppled or snapped by the tornado along the damage path which was up to 400 yards in width.  The tornado debarked some of the larger trees along the damage path.  At least one high tension utility pole was toppled by the tornado and widespread power outages occurred in Millbury and Walbridge.   Damage to the Lake Township infrastructure was estimated at five million dollars with tens of millions of losses to the Lake Local School District. The exact number of injuries caused by this tornado is unknown, but at least 17 people had to be hospitalized in nearby Toledo.  Debris from this tornado has been found dozens of miles away, including on some of the islands in western Lake Erie.","A stationary frontal system stretched across the lower Great Lakes on the morning of Saturday, June 5th.  This resulted in a very warm and humid airmass over northern Ohio.  Outflow boundaries from earlier storms interacted with the stationary front to initiate thunderstorm development during the afternoon hours across inland northern Ohio.  One of the stronger thunderstorms produced tornadoes in Richland and Holmes Counties.  There were also a few reports of straight line thunderstorm wind damage.  A rapidly deepening area of low pressure moved quickly east across southern lower Michigan during the evening hours.  This low eventually moved across Lake Erie during the early morning hours of the 6th.  Showers and thunderstorms developed across northern Indiana during the evening hours.  These storms intensified and moved east along the stationary front and into Northwest Ohio.  A devastating EF4 tornado developed over Wood County a little before midnight.  This tornado moved into Ottawa County before dissipating.  Seven people were killed and dozens of homes destroyed by the tornado.  A weaker tornado also moved across portions of Lucas County.  A third round of storms developed during the early morning hours of the 6th ahead of a cold front trailing the low.  These storms moved across northern Ohio and produced pockets of damage.  An EF1 tornado occurred in Ashtabula County around daybreak.  A total of five tornadoes occurred in northern Ohio on June 5th and 6th.  These tornadoes killed seven people, injured dozens and destroyed or damaged over a 100 homes.  A school and a public administration building were also leveled.  Damage estimates easily topped $100 million.",7
245530,OTTER TAIL CO.,URBANK,06/17/2010,1445,Tornado, ,EF4,1,5,0,0,MN,CST-6, ,42071,C,111,FGF,0,0,NWS Storm Survey, ,38,2288,5,ESE,5,S,HILLVIEW,46.11,-95.425,46.6147,-95.25,"This tornado began in Douglas County, Minnesota. It moved northward into Otter Tail County and produced an additional 38 miles of continuous damage path. The tornado destroyed numerous homes and farmsteads along its path, completely sweeping 7 homes from their foundations. At times, this multi-vortex tornado complex consisted of multiple tornadic tubes pivoting around a common center. Peak winds were estimated at 175 mph.","Conditions were ripe by the afternoon of the 17th for a major severe weather outbreak. A surface low had moved into east central North Dakota with an occluded front extending to the southeast. Warm and humid air was in place ahead of the front, with a much drier airmass pushing in behind it. The 500mb low was located over northwest North Dakota with a nice southwest to northeast upper jet pushing into eastern North Dakota. Two lines of convection formed by late afternoon, one from Roseau County down toward Eastern Otter Tail County and the other over east central North Dakota. Nearly all the cells that formed took on a classic hook shape with rotation very evident on radar imagery. Multiple tornado warnings were issued before the event wound down by mid evening. The strongest tornadoes were determined to be EF4 tornadoes, two in west central Minnesota and one in northeast North Dakota.",8
245496,TRAILL CO.,PORTLAND JCT,06/17/2010,1449,Tornado, ,EF4,0,1,0,0,ND,CST-6, ,42070,C,97,FGF,0,0,NWS Storm Survey, ,9,150,3,SE,2,SE,HATTON ARPT,47.54,-97.3,47.68,-97.32,"The tornado tracked northward for nearly 9 miles to about 12 miles north of Mayville by 405 PM CDT and crossed into Grand Forks County. It then continued for another 8 miles to around 10 miles west of Thompson by 418 PM CDT, for a total track length of nearly 17 miles. Trees in shelterbelts and farmsteads were snapped, uprooted, or sheared off. One well constructed house near Holmes was completely swept from its foundation and destroyed. Peak winds were estimated at 185 mph. A farm shop about five and one-half miles north of Mayville was hit by the tornado, destroying the shop. A man inside survived with cuts on his hand.","Conditions were ripe by the afternoon of the 17th for a major severe weather outbreak. A surface low had moved into east central North Dakota with an occluded front extending to the southeast. Warm and humid air was in place ahead of the front, with a much drier airmass pushing in behind it. The 500mb low was located over northwest North Dakota with a nice southwest to northeast upper jet pushing into eastern North Dakota. Two lines of convection formed by late afternoon, one from Roseau County down toward Eastern Otter Tail County and the other over east central North Dakota. Nearly all the cells that formed took on a classic hook shape with rotation very evident on radar imagery. Multiple tornado warnings were issued before the event wound down by mid evening. The strongest tornadoes were determined to be EF4 tornadoes, two in west central Minnesota and one in northeast North Dakota.",9
245497,GRAND FORKS CO.,HOLMES,06/17/2010,1505,Tornado, ,EF4,0,0,0,0,ND,CST-6, ,42070,C,35,FGF,0,0,NWS Storm Survey, ,8,150,3,SSW,10,W,THOMPSON,47.68,-97.32,47.78,-97.3154,"This tornado began in Traill County about 3 miles north-northeast of Mayville at 349 PM CDT. The tornado crossed into Grand Forks County and tracked for an additional 8 miles to about 10 miles west of Thompson. The total track length was roughly 17 miles. One well constructed house near Holmes was completely swept from its foundation and destroyed along with several other farm buildings. Peak winds were estimated at 185 mph.","Conditions were ripe by the afternoon of the 17th for a major severe weather outbreak. A surface low had moved into east central North Dakota with an occluded front extending to the southeast. Warm and humid air was in place ahead of the front, with a much drier airmass pushing in behind it. The 500mb low was located over northwest North Dakota with a nice southwest to northeast upper jet pushing into eastern North Dakota. Two lines of convection formed by late afternoon, one from Roseau County down toward Eastern Otter Tail County and the other over east central North Dakota. Nearly all the cells that formed took on a classic hook shape with rotation very evident on radar imagery. Multiple tornado warnings were issued before the event wound down by mid evening. The strongest tornadoes were determined to be EF4 tornadoes, two in west central Minnesota and one in northeast North Dakota.",10
