TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;25;027;7411.01;2013;1
Census Block;25;027;7411.01;2014;1
Census Block;25;027;7411.01;2015;1
Census Block;25;027;7411.01;2016;1
Census Block;25;027;7411.01;2017;1
Census Block;25;027;7411.01;2018;1
Census Block;25;027;7411.01;2019;1
Census Block;25;027;7411.01;2020;1
Census Block;25;027;7411.01;2021;1
Census Block;25;027;7411.01;2022;1
Census Block;25;027;7411.01;2023;1
Census Block;25;027;7411.01;2024;1
Census Block;25;027;7411.01;2025;1
Census Block;25;027;7411.01;2026;1
Census Block;25;027;7411.01;2027;1
Census Block;25;027;7411.01;2028;1
Census Block;25;027;7411.01;2029;1
Census Block;25;027;7411.01;2030;1
Census Block;25;027;7411.01;2031;1
Census Block;25;027;7411.02;4000;1
Census Block;25;027;7411.02;4001;1
Census Block;25;027;7411.02;4002;1
Census Block;25;027;7411.02;4003;1
Census Block;25;027;7411.02;4004;1
Census Block;25;027;7411.02;4005;1
Census Block;25;027;7411.02;4006;1
Census Block;25;027;7411.02;4007;1
Census Block;25;027;7411.02;4008;1
Census Block;25;027;7411.02;4009;1
Census Block;25;027;7411.02;4010;1
Census Block;25;027;7411.02;4011;1
Census Block;25;027;7411.02;4012;1
Census Block;25;027;7411.02;4013;1
Census Block;25;027;7411.02;4014;1
Census Block;25;027;7411.02;4015;1
Census Block;25;027;7411.02;4016;1
Census Block;25;027;7411.02;4017;1
Census Block;25;027;7411.02;4018;1
Census Block;25;027;7411.02;4019;1
Census Block;25;027;7411.02;4020;1
Census Block;25;027;7411.02;4021;1
Census Block;25;027;7411.02;4022;1
