Unnamed: 0,TestTime,IP,MeanThroughputMbps,MinRTT,City,Latitude,Longitude,ProviderNumber,ProviderName
2007,2020-01-03 13:24:44.005217+00:00,b'Jh\xb3\x90',302.04005548785113,8.808,Canton,42.1648,-71.1379,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
5498,2020-01-07 01:10:13.556761+00:00,b'l\x07\xd4\x95',82.0197691615467,11.375,Canton,42.1648,-71.1379,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
8176,2020-01-10 17:20:23.622333+00:00,b'&\x030\x05B\x08-\x00\xd8\xdf \x17\x99+\xb6?',16.203648943777953,36.68,Canton,42.1648,-71.1379,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
8231,2020-01-10 17:17:56.512377+00:00,b'&\x030\x05B\x08-\x00\xd8\xdf \x17\x99+\xb6?',16.875100797447228,20.097,Canton,42.1648,-71.1379,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
8773,2020-01-10 17:18:23.267358+00:00,b'&\x030\x05B\x08-\x00\xd8\xdf \x17\x99+\xb6?',16.80280321320507,18.97,Canton,42.1648,-71.1379,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
8778,2020-01-10 17:17:11.518534+00:00,b'&\x030\x05B\x08-\x00\xd8\xdf \x17\x99+\xb6?',16.090993445599914,33.962,Canton,42.1648,-71.1379,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
9372,2020-01-11 01:05:38.054432+00:00,b'l1e4',2.957509723460283,37.416,Canton,42.1648,-71.1379,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
10253,2020-01-12 01:26:47.620506+00:00,b'l1e\xfa',59.06697461753105,10.034,Canton,42.1648,-71.1379,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
10863,2020-01-13 20:44:00.099039+00:00,b'\x17\x1e\xa6\xb6',0.0866624219398107,60.203,Canton,42.1648,-71.1379,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
11105,2020-01-13 01:29:51.515627+00:00,b'HF=\x19',38.52051413056604,12.517,Canton,42.1648,-71.1379,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
11534,2020-01-13 01:25:06.399911+00:00,b'HJ\x88f',41.279416353538366,11.372,Canton,42.1648,-71.1379,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
11665,2020-01-13 13:20:20.280770+00:00,b'\x0c\xaa4\x87',8.207638951450708,12.258,Canton,42.1648,-71.1379,7018.0,"ATT-INTERNET4 - AT&T Services, Inc."
12903,2020-01-15 01:16:23.888299+00:00,b'\xadL\xc6\xfc',109.92585759987097,10.088,Canton,42.1648,-71.1379,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
17459,2020-01-20 17:17:30.773205+00:00,b'bvU\xe5',0.9519339969869316,33.115,Canton,42.1648,-71.1379,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
