seq_id,ct90_id,ct00_id,ct10_id,logrecno,geoid,years,pop,male,female,pop_u18,pop_18_64,pop_65o,nhwhi,nhaa,nhna,nhas,nhpi,nhapi,nhoth,nhmlt,lat,fam,hh,fhh,fhh2,fhh3,fhh4,fhh5,fhh6,fhh7o,nfhh,nfhh1,nfhh2,nfhh3,nfhh4,nfhh5,nfhh6,nfhh7o
3996,,,25025981201,148653,14000US25025981201,2010,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,,,25025981000,148646,14000US25025981000,2010,22,13,9,8,14,0,3,14,0,0,0,,0,5,0,3,5,3,0,0,1,0,1,1,2,1,0,1,0,0,0,0
2699,,,25001010100,13422,14000US25001010100,2010,2942,1602,1340,201,2142,599,2603,114,11,18,0,,9,45,142,416,1765,416,241,104,47,16,7,1,1349,959,359,25,3,1,0,2
2700,,,25001010206,13428,14000US25001010206,2010,2750,1284,1466,369,1649,732,2635,22,7,13,0,,7,25,41,724,1366,724,438,144,95,32,8,7,642,509,119,10,2,1,0,1
2701,,,25001010208,13432,14000US25001010208,2010,2003,989,1014,263,1255,485,1883,38,3,10,0,,4,24,41,521,984,521,319,105,64,24,7,2,463,328,123,11,0,0,1,0
2702,,,25001010304,13436,14000US25001010304,2010,2421,1144,1277,277,1310,834,2316,17,6,16,0,,5,21,40,746,1179,746,499,141,79,19,7,1,433,340,83,7,2,1,0,0
2703,,,25001010306,13440,14000US25001010306,2010,2535,1163,1372,350,1412,773,2434,17,6,12,0,,2,29,35,741,1209,741,445,152,102,31,8,3,468,387,76,4,0,1,0,0
2704,,,25001010400,13444,14000US25001010400,2010,2999,1421,1578,331,1571,1097,2821,37,4,26,0,,12,38,61,766,1494,766,493,135,83,27,17,11,728,618,93,11,3,1,0,2
2705,,,25001010500,13449,14000US25001010500,2010,2891,1354,1537,319,1325,1247,2809,13,2,18,1,,6,22,20,898,1456,898,619,157,84,30,5,3,558,489,64,3,1,1,0,0
2706,,,25001010600,13453,14000US25001010600,2010,2973,1375,1598,323,1378,1272,2812,49,8,15,0,,10,29,50,854,1536,854,609,126,91,23,4,1,682,612,61,6,3,0,0,0
2707,,,25001010700,13458,14000US25001010700,2010,3152,1524,1628,426,1690,1036,2999,32,7,21,0,,6,29,58,922,1549,922,609,155,97,46,11,4,627,515,104,7,0,0,0,1
2708,,,25001010800,13463,14000US25001010800,2010,4878,2254,2624,761,2612,1505,4680,20,9,44,0,,6,50,69,1369,2164,1369,824,257,187,72,24,5,795,655,119,11,8,1,1,0
2709,,,25001010900,13469,14000US25001010900,2010,4942,2295,2647,840,2849,1253,4690,47,4,42,0,,23,39,97,1416,2219,1416,836,262,214,77,21,6,803,670,112,13,5,2,1,0
2710,,,25001011002,13474,14000US25001011002,2010,4157,1947,2210,701,2396,1060,3778,88,20,14,2,,110,76,69,1114,1800,1114,605,226,186,63,19,15,686,556,115,12,2,1,0,0
2711,,,25001011100,13479,14000US25001011100,2010,4694,2198,2496,801,2604,1289,4368,62,10,45,0,,31,104,74,1364,2102,1364,770,257,223,80,28,6,738,618,111,6,2,1,0,0
2712,,,25001011200,13484,14000US25001011200,2010,3392,1543,1849,470,1720,1202,3201,38,7,21,0,,48,42,35,944,1721,944,615,146,117,42,20,4,777,683,83,5,6,0,0,0
2713,,,25001011300,13489,14000US25001011300,2010,2600,1218,1382,319,1298,983,2493,18,8,8,6,,12,16,39,789,1293,789,539,124,77,34,14,1,504,439,55,8,2,0,0,0
2714,,,25001011400,13493,14000US25001011400,2010,2991,1339,1652,381,1393,1217,2825,32,6,9,0,,4,38,77,926,1466,926,628,149,95,37,11,6,540,474,61,4,1,0,0,0
2715,,,25001011500,13498,14000US25001011500,2010,4029,1879,2150,663,2276,1090,3701,88,13,29,2,,43,67,86,1088,1808,1088,591,234,163,74,20,6,720,610,98,10,2,0,0,0
2716,,,25001011600,13504,14000US25001011600,2010,2710,1293,1417,402,1666,642,2355,121,17,11,0,,52,86,68,665,1390,665,375,146,87,40,12,5,725,609,105,7,4,0,0,0
2717,,,25001011700,13508,14000US25001011700,2010,1877,868,1009,212,1020,645,1743,20,12,24,1,,20,21,36,510,971,510,334,94,53,16,10,3,461,389,61,7,2,0,1,1
2718,,,25001011801,13512,14000US25001011801,2010,2403,1052,1351,200,993,1210,2339,8,7,17,1,,2,10,19,722,1297,722,538,103,54,21,5,1,575,504,62,6,2,0,1,0
2719,,,25001011802,13515,14000US25001011802,2010,4255,1964,2291,767,2363,1125,4034,36,7,39,0,,26,56,57,1219,1895,1219,687,233,188,75,25,11,676,556,102,14,4,0,0,0
2720,,,25001012001,13520,14000US25001012001,2010,5732,2631,3101,850,2862,2020,5305,119,10,54,0,,51,70,123,1568,2715,1568,939,307,202,73,30,17,1147,972,159,11,2,2,1,0
2721,,,25001012002,13525,14000US25001012002,2010,3007,1452,1555,503,1786,718,2611,78,7,73,0,,43,74,121,742,1494,742,400,175,100,42,19,6,752,625,110,10,6,0,1,0
2722,,,25001012101,13529,14000US25001012101,2010,5339,2551,2788,987,3300,1052,4713,134,24,42,1,,102,136,187,1444,2330,1444,738,323,238,95,28,22,886,716,129,28,5,4,2,2
2723,,,25001012102,13535,14000US25001012102,2010,3057,1417,1640,454,1735,868,2696,73,4,33,1,,57,79,114,788,1498,788,465,164,99,39,13,8,710,592,101,13,2,1,1,0
2724,,,25001012200,13540,14000US25001012200,2010,5046,2407,2639,909,2887,1250,4829,38,9,54,1,,10,62,43,1528,2139,1528,851,317,222,105,21,12,611,484,112,11,3,0,1,0
2725,,,25001012502,13545,14000US25001012502,2010,3080,1500,1580,469,2030,581,2547,119,24,48,1,,117,90,134,712,1440,712,378,166,100,40,17,11,728,581,114,17,10,2,2,2
2726,,,25001012601,13550,14000US25001012601,2010,2877,1358,1519,563,1712,602,2340,116,16,78,7,,67,105,148,705,1141,705,311,168,131,59,23,13,436,336,65,21,11,1,0,2
2727,,,25001012602,13553,14000US25001012602,2010,4915,2402,2513,995,3195,725,3409,407,72,76,0,,214,327,410,1164,1999,1164,437,303,230,107,58,29,835,661,126,28,12,2,5,1
2728,,,25001012700,13558,14000US25001012700,2010,4562,2120,2442,753,2617,1192,4111,86,22,53,0,,88,89,113,1224,2023,1224,681,239,191,73,27,13,799,630,120,14,5,24,4,2
2729,,,25001012800,13563,14000US25001012800,2010,3923,1863,2060,695,2270,958,3638,59,0,36,1,,44,73,72,1096,1695,1096,567,233,203,52,28,13,599,479,97,17,5,0,1,0
2730,,,25001012900,13567,14000US25001012900,2010,4135,1970,2165,823,2431,881,3804,61,11,45,5,,70,67,72,1175,1693,1175,558,267,225,98,25,2,518,416,79,14,8,1,0,0
2731,,,25001013002,13571,14000US25001013002,2010,2899,1346,1553,469,1459,971,2738,23,4,19,0,,26,53,36,851,1372,851,514,154,115,51,14,3,521,461,54,4,2,0,0,0
2732,,,25001013100,13576,14000US25001013100,2010,5935,2895,3040,1238,3837,860,5529,65,33,49,1,,29,113,116,1694,2293,1694,746,428,330,138,39,13,599,435,130,23,8,1,2,0
2733,,,25001013200,13581,14000US25001013200,2010,4783,2333,2450,885,2779,1119,4513,51,20,25,0,,23,63,88,1424,1990,1424,777,283,228,90,34,12,566,450,101,6,7,2,0,0
2734,,,25001013300,13585,14000US25001013300,2010,3218,1471,1747,481,1755,982,3107,10,1,42,4,,10,16,28,849,1501,849,503,159,115,58,10,4,652,563,76,8,3,1,0,1
2735,,,25001013400,13589,14000US25001013400,2010,4163,2041,2122,899,2438,826,4051,9,3,28,0,,4,24,44,1189,1583,1189,610,237,196,98,34,14,394,316,70,7,0,1,0,0
2736,,,25001013500,13594,14000US25001013500,2010,6940,3346,3594,1813,4298,829,6645,19,13,99,0,,12,71,81,1950,2494,1950,771,434,467,193,64,21,544,405,121,9,6,2,0,1
2737,,,25001013600,13599,14000US25001013600,2010,6334,3084,3250,1793,3939,602,5997,32,27,75,1,,8,74,120,1730,2198,1730,590,423,432,188,72,25,468,373,78,13,2,1,1,0
2738,,,25001013700,13603,14000US25001013700,2010,4911,2777,2134,792,3332,787,4569,46,29,45,1,,35,106,80,966,1676,966,451,213,183,79,30,10,710,600,97,7,6,0,0,0
2739,,,25001013800,13608,14000US25001013800,2010,4840,2331,2509,1150,2969,721,4475,52,22,78,0,,24,94,95,1345,1907,1345,572,334,285,112,29,13,562,430,113,13,3,2,1,0
2740,,,25001013900,13612,14000US25001013900,2010,4831,2291,2540,806,2965,1060,4533,36,25,64,4,,31,98,40,1401,2181,1401,811,263,197,97,17,16,780,649,116,11,3,1,0,0
2741,,,25001014002,13617,14000US25001014002,2010,4053,1942,2111,630,2285,1138,3795,60,13,34,1,,31,71,48,1110,1877,1110,640,217,158,70,18,7,767,633,121,8,3,2,0,0
2742,,,25001014100,13622,14000US25001014100,2010,1141,777,364,264,871,6,908,93,9,11,0,,5,21,94,193,226,193,50,62,50,26,5,0,33,29,4,0,0,0,0,0
2743,,,25001014300,13624,14000US25001014300,2010,4384,2048,2336,704,2345,1335,4166,38,12,41,1,,24,52,50,1304,1973,1304,801,227,186,61,24,5,669,584,74,6,3,2,0,0
2744,,,25001014402,13630,14000US25001014402,2010,6947,3358,3589,1499,4294,1154,6287,139,33,82,7,,93,183,123,1969,2792,1969,935,428,373,163,50,20,823,660,135,14,10,2,1,1
2745,,,25001014500,13634,14000US25001014500,2010,5395,2604,2791,1139,3333,923,4810,101,34,38,0,,85,188,139,1467,2169,1467,668,312,296,111,58,22,702,570,112,15,4,1,0,0
2746,,,25001014600,13638,14000US25001014600,2010,4130,1959,2171,748,2390,992,3636,115,31,57,3,,61,138,89,1176,1797,1176,632,246,190,72,25,11,621,495,113,6,4,1,0,2
2747,,,25001014700,13643,14000US25001014700,2010,3690,1681,2009,572,1989,1129,3326,66,26,51,0,,66,93,62,1028,1749,1028,599,202,142,62,14,9,721,610,95,11,5,0,0,0
2748,,,25001014800,13647,14000US25001014800,2010,3387,1467,1920,390,1677,1320,3059,70,21,59,0,,63,70,45,761,1795,761,487,145,79,34,8,8,1034,919,106,8,1,0,0,0
