seq_id,ct10_id,geoid,logrecno,acs_year,mhi,mhi_me,o_mhi,o_mhi_me,r_mhi,r_mhi_me
12155,25009251500,14000US25009251500,1241,2014-18,40664,9412,78250,45726,36399,6868
12156,25009251600,14000US25009251600,1242,2014-18,46394,10693,92656,15749,29696,17751
12157,25009251700,14000US25009251700,1243,2014-18,54406,15738,85139,32589,41568,8825
12158,25009251800,14000US25009251800,1244,2014-18,55908,7342,82400,18081,39327,14699
12159,25009252101,14000US25009252101,1245,2014-18,66331,14629,83413,15918,40745,14767
12160,25009252102,14000US25009252102,1246,2014-18,115099,8032,117574,7810,0,0
12161,25009252201,14000US25009252201,1247,2014-18,74743,24016,98173,17619,33779,13993
12162,25009252202,14000US25009252202,1248,2014-18,111895,12130,114167,12775,0,0
12163,25009252300,14000US25009252300,1249,2014-18,67002,9899,95662,14964,36369,9942
12164,25009252400,14000US25009252400,1250,2014-18,44861,10470,68281,26698,30290,11872
12165,25009252501,14000US25009252501,1251,2014-18,66374,2884,86799,7960,40833,19337
12166,25009252502,14000US25009252502,1252,2014-18,72647,15576,82188,11627,23553,11660
12167,25009252601,14000US25009252601,1253,2014-18,65933,8362,84964,12657,45417,13016
12168,25009252602,14000US25009252602,1254,2014-18,116125,12632,135932,6879,46813,23746
12169,25009252603,14000US25009252603,1255,2014-18,91618,21763,98056,16815,64111,6838
12170,25009253100,14000US25009253100,1256,2014-18,71328,14296,86042,16910,31607,25052
12171,25009253201,14000US25009253201,1257,2014-18,88565,14204,113750,18619,31250,13001
12172,25009253202,14000US25009253202,1258,2014-18,92936,13573,122037,25174,50350,13128
12173,25009253203,14000US25009253203,1259,2014-18,166711,33126,189167,28980,65625,36815
12174,25009253204,14000US25009253204,1260,2014-18,156438,16907,168553,20891,0,0
12175,25009253205,14000US25009253205,1261,2014-18,194866,13551,195150,12760,0,0
12176,25009254100,14000US25009254100,1262,2014-18,121182,23108,150560,30082,58561,32778
12177,25009254200,14000US25009254200,1263,2014-18,81644,20123,130350,26468,42500,13892
12178,25009254301,14000US25009254301,1264,2014-18,181130,9887,197222,29987,0,0
12179,25009254302,14000US25009254302,1265,2014-18,173194,25805,178772,17156,128375,96475
12180,25009254401,14000US25009254401,1266,2014-18,136902,13066,162969,17772,88542,14795
12181,25009254402,14000US25009254402,1267,2014-18,170756,12242,191449,30083,88600,29668
12182,25009254403,14000US25009254403,1268,2014-18,171955,21073,180511,22205,0,0
12183,25009260100,14000US25009260100,1269,2014-18,30844,15951,69419,25573,27515,5712
12184,25009260200,14000US25009260200,1270,2014-18,43140,5285,77578,29454,39028,9564
12185,25009260301,14000US25009260301,1271,2014-18,88309,14634,103309,14140,35086,10412
12186,25009260302,14000US25009260302,1272,2014-18,96648,16060,103750,20423,0,0
12187,25009260401,14000US25009260401,1273,2014-18,77199,13374,76875,11275,90250,39429
12188,25009260402,14000US25009260402,1274,2014-18,106563,10458,117800,9624,66634,8514
12189,25009260500,14000US25009260500,1275,2014-18,90871,16578,95260,9274,48462,28063
12190,25009260600,14000US25009260600,1276,2014-18,60373,11185,75625,28180,47314,14121
12191,25009260700,14000US25009260700,1277,2014-18,67375,20193,104648,10705,41914,7276
12192,25009260800,14000US25009260800,1278,2014-18,39808,8174,76838,19096,35991,3946
12193,25009260900,14000US25009260900,1279,2014-18,44239,10674,94423,27272,24635,7021
12194,25009261000,14000US25009261000,1280,2014-18,66157,4136,83155,16692,39688,13669
12195,25009261101,14000US25009261101,1281,2014-18,104835,6004,106901,9944,52222,30349
12196,25009261102,14000US25009261102,1282,2014-18,71584,5510,81642,12581,49777,18177
12197,25009262100,14000US25009262100,1283,2014-18,83508,16749,92292,16452,35313,15524
12198,25009263100,14000US25009263100,1284,2014-18,138403,28870,145893,32844,0,0
12199,25009264100,14000US25009264100,1285,2014-18,97109,25237,104770,19350,51827,41880
12200,25009265101,14000US25009265101,1286,2014-18,108750,25608,132083,12579,40750,30138
12201,25009265102,14000US25009265102,1287,2014-18,141034,10635,150915,11148,53512,15472
12202,25009266100,14000US25009266100,1288,2014-18,110764,14168,130966,13335,40926,21511
12203,25009266200,14000US25009266200,1289,2014-18,78577,9183,101181,16388,62431,21214
12204,25009266300,14000US25009266300,1290,2014-18,70063,8891,100481,14977,49861,23025
12205,25009266400,14000US25009266400,1291,2014-18,72685,8712,85595,26572,32257,12201
12206,25009267101,14000US25009267101,1292,2014-18,73750,7654,79075,6268,52065,27283
12207,25009267102,14000US25009267102,1293,2014-18,88693,12593,92171,9955,0,0
12208,25009268100,14000US25009268100,1294,2014-18,154653,28447,160000,27197,0,0
12209,25009268200,14000US25009268200,1295,2014-18,104028,19873,128976,11296,34018,19860
12210,25009268300,14000US25009268300,1296,2014-18,76552,18697,101934,23052,31798,12821
12211,25009268400,14000US25009268400,1297,2014-18,110510,25181,132656,20956,53750,13119
12212,25009269100,14000US25009269100,1298,2014-18,93000,13301,108241,14779,51917,38419
12213,25009270100,14000US25009270100,1299,2014-18,114063,21353,131325,18912,42313,21052
12214,25009990100,14000US25009990100,1300,2014-18,0,0,0,0,0,0
12215,25011040100,14000US25011040100,1301,2014-18,56865,2462,61053,4726,38836,5107
12216,25011040200,14000US25011040200,1302,2014-18,67620,3238,74477,6845,41050,3399
12217,25011040300,14000US25011040300,1303,2014-18,72083,15894,86607,9738,32917,22908
12218,25011040400,14000US25011040400,1304,2014-18,56713,6736,65938,8680,29219,10521
12219,25011040501,14000US25011040501,1305,2014-18,55559,10197,72614,9258,21250,13499
12220,25011040502,14000US25011040502,1306,2014-18,41276,6116,58587,18112,20407,5584
12221,25011040600,14000US25011040600,1307,2014-18,82286,5822,88657,6873,41484,14064
12222,25011040701,14000US25011040701,1308,2014-18,39145,9576,58125,18203,22344,7554
12223,25011040702,14000US25011040702,1309,2014-18,63885,4844,79946,11649,44697,10070
12224,25011040800,14000US25011040800,1310,2014-18,62016,4829,80583,13958,43484,24526
12225,25011040900,14000US25011040900,1311,2014-18,76250,9740,79560,13357,56597,11841
12226,25011041000,14000US25011041000,1312,2014-18,69830,4164,77314,9554,16481,13606
12227,25011041100,14000US25011041100,1313,2014-18,65406,5890,76250,8597,40231,13857
12228,25011041200,14000US25011041200,1314,2014-18,63214,10261,78108,9741,38571,7056
12229,25011041300,14000US25011041300,1315,2014-18,32462,6722,42317,12230,28333,8250
12230,25011041400,14000US25011041400,1316,2014-18,36184,6040,58083,17873,26582,4729
12231,25011041501,14000US25011041501,1317,2014-18,79688,8218,89917,8573,51563,4627
12232,25011041502,14000US25011041502,1318,2014-18,57202,6199,70809,7093,30000,7694
12233,25013800101,14000US25013800101,1319,2014-18,43337,5287,61198,7804,30469,10872
12234,25013800102,14000US25013800102,1320,2014-18,39052,5877,53875,39894,30825,7864
12235,25013800201,14000US25013800201,1321,2014-18,36638,8016,49386,15655,22083,10109
12236,25013800202,14000US25013800202,1322,2014-18,37500,8663,42337,16214,16250,7244
12237,25013800300,14000US25013800300,1323,2014-18,47733,7768,61607,13683,27850,9062
12238,25013800400,14000US25013800400,1324,2014-18,39176,7057,51786,9457,26178,4566
12239,25013800500,14000US25013800500,1325,2014-18,49667,15286,74175,12294,23875,5270
12240,25013800600,14000US25013800600,1326,2014-18,15545,2128,0,0,15272,2087
12241,25013800700,14000US25013800700,1327,2014-18,17313,3334,88800,30221,15652,2979
12242,25013800800,14000US25013800800,1328,2014-18,14250,3785,51042,37048,13219,3305
12243,25013800900,14000US25013800900,1329,2014-18,19874,2919,0,0,18337,2689
12244,25013801101,14000US25013801101,1330,2014-18,14018,3942,0,0,13884,3929
12245,25013801102,14000US25013801102,1331,2014-18,37969,9281,130893,116191,37361,8956
12246,25013801200,14000US25013801200,1332,2014-18,14538,5313,0,0,14412,4635
12247,25013801300,14000US25013801300,1333,2014-18,24772,12465,53529,16116,18139,6793
12248,25013801401,14000US25013801401,1334,2014-18,21467,9420,47212,23391,15977,1380
12249,25013801402,14000US25013801402,1335,2014-18,42257,18966,59563,12745,16481,9483
12250,25013801501,14000US25013801501,1336,2014-18,53723,8629,58033,15847,35864,17633
12251,25013801502,14000US25013801502,1337,2014-18,31250,9925,43576,9977,16333,4580
12252,25013801503,14000US25013801503,1338,2014-18,39067,2571,39602,2895,37821,14972
12253,25013801601,14000US25013801601,1339,2014-18,52572,8342,67833,13925,35273,14198
12254,25013801602,14000US25013801602,1340,2014-18,49792,20234,73260,13793,20368,12759
12255,25013801603,14000US25013801603,1341,2014-18,58528,9065,63352,6552,0,0
12256,25013801604,14000US25013801604,1342,2014-18,71875,8041,73125,7748,53550,23571
12257,25013801605,14000US25013801605,1343,2014-18,50496,13318,67279,17372,14706,5636
12258,25013801700,14000US25013801700,1344,2014-18,29821,5582,57708,6085,23223,3290
12259,25013801800,14000US25013801800,1345,2014-18,30234,2567,59375,12359,24881,7025
12260,25013801901,14000US25013801901,1346,2014-18,22917,4907,38889,23110,19250,3839
12261,25013801902,14000US25013801902,1347,2014-18,22234,3756,71528,34176,19219,3625
12262,25013802000,14000US25013802000,1348,2014-18,19130,3270,40938,14760,17250,3579
12263,25013802100,14000US25013802100,1349,2014-18,41901,10825,89141,26966,19145,6983
12264,25013802200,14000US25013802200,1350,2014-18,30577,10943,73472,20013,22364,7576
12265,25013802300,14000US25013802300,1351,2014-18,30213,6644,54531,20900,25920,9955
12266,25013802400,14000US25013802400,1352,2014-18,73531,11944,79712,12669,26439,16487
12267,25013802500,14000US25013802500,1353,2014-18,63639,9403,68181,8068,44000,12517
12268,25013802601,14000US25013802601,1354,2014-18,52529,6341,75214,16213,31772,4058
12269,25013802602,14000US25013802602,1355,2014-18,67500,13954,74960,10428,51743,7011
12270,25013810100,14000US25013810100,1356,2014-18,65152,11917,90179,19660,33449,12414
12271,25013810200,14000US25013810200,1357,2014-18,61136,15772,65824,11438,33778,31765
12272,25013810300,14000US25013810300,1358,2014-18,55938,12583,73355,12962,37125,19356
12273,25013810403,14000US25013810403,1359,2014-18,46218,7891,58964,8926,36583,6866
12274,25013810404,14000US25013810404,1360,2014-18,66365,4571,72083,5219,51500,10130
12275,25013810412,14000US25013810412,1361,2014-18,80714,5301,81870,3991,0,0
12276,25013810414,14000US25013810414,1362,2014-18,90703,13121,110021,21477,49659,24299
12277,25013810601,14000US25013810601,1363,2014-18,43770,7366,48722,7399,36276,9444
12278,25013810602,14000US25013810602,1364,2014-18,81277,10598,81596,10634,0,0
12279,25013810700,14000US25013810700,1365,2014-18,57645,14384,73500,14669,31907,12875
12280,25013810800,14000US25013810800,1366,2014-18,41481,3125,71087,13453,32760,6986
12281,25013810901,14000US25013810901,1367,2014-18,27285,6581,47143,22057,26365,2987
12282,25013810902,14000US25013810902,1368,2014-18,48125,10747,71053,7478,27181,2482
12283,25013811000,14000US25013811000,1369,2014-18,58901,9890,74732,27355,48611,26038
12284,25013811101,14000US25013811101,1370,2014-18,32500,12659,71133,14335,23767,1991
12285,25013811102,14000US25013811102,1371,2014-18,35133,8701,62500,6671,22936,5260
12286,25013811200,14000US25013811200,1372,2014-18,63029,9547,75302,10023,46406,17534
12287,25013811301,14000US25013811301,1373,2014-18,55185,14632,89931,8700,35112,5352
12288,25013811302,14000US25013811302,1374,2014-18,51000,9769,58782,20451,46149,4523
12289,25013811400,14000US25013811400,1375,2014-18,16544,4074,0,0,15958,4415
12290,25013811500,14000US25013811500,1376,2014-18,17097,3900,36500,5947,16613,4017
12291,25013811600,14000US25013811600,1377,2014-18,18321,5726,82583,61825,15476,4720
12292,25013811700,14000US25013811700,1378,2014-18,16370,3600,48581,10888,14683,3740
12293,25013811800,14000US25013811800,1379,2014-18,36929,6421,53851,12434,32872,10038
12294,25013811900,14000US25013811900,1380,2014-18,83224,14317,93571,9797,53348,8382
12295,25013812001,14000US25013812001,1381,2014-18,27120,4846,83882,30190,17832,4040
12296,25013812002,14000US25013812002,1382,2014-18,53889,5698,81738,8513,27969,16249
12297,25013812101,14000US25013812101,1383,2014-18,76037,10712,78164,10637,63750,60133
12298,25013812103,14000US25013812103,1384,2014-18,47684,14933,64519,14655,36023,13899
12299,25013812104,14000US25013812104,1385,2014-18,55163,15275,70875,24745,37929,12290
12300,25013812201,14000US25013812201,1386,2014-18,44719,6277,87639,27974,30500,12200
12301,25013812202,14000US25013812202,1387,2014-18,44088,6583,55296,11688,40434,6947
12302,25013812300,14000US25013812300,1388,2014-18,32308,5056,36005,11827,31957,4799
12303,25013812401,14000US25013812401,1389,2014-18,90636,7707,90263,8129,0,0
12304,25013812403,14000US25013812403,1390,2014-18,48904,6484,69097,9511,32552,6468
12305,25013812404,14000US25013812404,1391,2014-18,81411,14698,96065,11552,32411,19256
12306,25013812500,14000US25013812500,1392,2014-18,63516,10546,79606,19809,37214,15485
12307,25013812600,14000US25013812600,1393,2014-18,85306,12268,102652,13383,62566,25319
12308,25013812701,14000US25013812701,1394,2014-18,46066,5219,74861,12257,30583,3370
12309,25013812702,14000US25013812702,1395,2014-18,42934,11041,62744,16705,32835,9795
12310,25013812800,14000US25013812800,1396,2014-18,65649,8646,72303,9327,36250,20028
12311,25013812901,14000US25013812901,1397,2014-18,71509,5004,77500,14740,39321,13841
12312,25013812902,14000US25013812902,1398,2014-18,74335,7393,76585,11326,68045,52851
12313,25013812903,14000US25013812903,1399,2014-18,192955,96125,192955,96125,0,0
12314,25013813000,14000US25013813000,1400,2014-18,77114,3584,81597,5227,46083,17628
12315,25013813101,14000US25013813101,1401,2014-18,66156,20019,79393,17809,30931,13016
12316,25013813102,14000US25013813102,1402,2014-18,89688,10947,90802,10093,0,0
12317,25013813204,14000US25013813204,1403,2014-18,101806,18265,107976,18929,16042,14659
12318,25013813205,14000US25013813205,1404,2014-18,72647,6746,79632,14728,42321,22024
12319,25013813206,14000US25013813206,1405,2014-18,63398,10299,77150,11691,37174,6229
12320,25013813207,14000US25013813207,1406,2014-18,53526,5451,73287,27661,32068,15328
12321,25013813208,14000US25013813208,1407,2014-18,71250,12244,88700,10918,42813,16700
12322,25013813209,14000US25013813209,1408,2014-18,60028,7808,64692,8373,36224,12857
12323,25013813301,14000US25013813301,1409,2014-18,101161,19405,105828,13471,77529,65214
12324,25013813303,14000US25013813303,1410,2014-18,129375,15426,140076,10643,22500,12715
12325,25013813304,14000US25013813304,1411,2014-18,125104,10412,125417,10173,0,0
12326,25013813401,14000US25013813401,1412,2014-18,74063,9580,76058,11296,0,0
12327,25013813403,14000US25013813403,1413,2014-18,77963,10034,101014,13197,32895,13872
12328,25013813404,14000US25013813404,1414,2014-18,100125,13370,113958,18777,34132,15039
12329,25013813500,14000US25013813500,1415,2014-18,85943,6684,92625,9630,0,0
12330,25013813601,14000US25013813601,1416,2014-18,90615,10928,105688,12692,31008,5279
12331,25013813602,14000US25013813602,1417,2014-18,125871,19639,138894,21496,23452,22131
12332,25013813701,14000US25013813701,1418,2014-18,81929,13267,98036,5809,25076,9512
12333,25013813702,14000US25013813702,1419,2014-18,82930,8507,86759,8077,59602,14801
12334,25013813801,14000US25013813801,1420,2014-18,70764,7613,78323,5518,38594,14325
12335,25013813802,14000US25013813802,1421,2014-18,84471,14677,94091,15607,29875,14694
12336,25015820101,14000US25015820101,1422,2014-18,65015,15080,69211,8678,0,0
12337,25015820102,14000US25015820102,1423,2014-18,40617,5428,62222,19652,33977,9114
12338,25015820202,14000US25015820202,1424,2014-18,93958,9100,100568,9849,67578,14535
12339,25015820203,14000US25015820203,1425,2014-18,86169,5599,91959,7364,31150,9004
12340,25015820204,14000US25015820204,1426,2014-18,115232,11175,121391,6965,0,0
12341,25015820300,14000US25015820300,1427,2014-18,45316,7304,140677,11218,28806,3364
12342,25015820400,14000US25015820400,1428,2014-18,2499,0,0,0,2499,0
12343,25015820500,14000US25015820500,1429,2014-18,50326,21584,101061,28018,35208,12471
12344,25015820600,14000US25015820600,1430,2014-18,83958,80028,0,0,83958,80028
12345,25015820700,14000US25015820700,1431,2014-18,67604,12287,120333,20723,32096,3853
12346,25015820801,14000US25015820801,1432,2014-18,54265,15509,104531,18495,35234,9884
12347,25015820802,14000US25015820802,1433,2014-18,0,0,0,0,0,0
12348,25015820900,14000US25015820900,1434,2014-18,95987,13215,110286,10709,27686,6250
12349,25015821000,14000US25015821000,1435,2014-18,69787,8113,77904,7600,39333,11239
12350,25015821100,14000US25015821100,1436,2014-18,54843,3873,65924,13125,38406,19109
12351,25015821200,14000US25015821200,1437,2014-18,117000,46952,131875,47070,115500,102359
12352,25015821300,14000US25015821300,1438,2014-18,87537,10260,98984,15366,32353,14363
12353,25015821400,14000US25015821400,1439,2014-18,64276,11982,80302,15330,49233,10891
12354,25015821500,14000US25015821500,1440,2014-18,64619,4825,81467,11300,37450,11309
12355,25015821601,14000US25015821601,1441,2014-18,52557,15162,73837,5488,37361,9456
12356,25015821602,14000US25015821602,1442,2014-18,53029,8238,92656,12050,31011,4134
12357,25015821700,14000US25015821700,1443,2014-18,73125,7351,82629,10956,33633,22903
12358,25015821901,14000US25015821901,1444,2014-18,76786,27478,127667,21993,49250,11342
12359,25015821903,14000US25015821903,1445,2014-18,43836,10598,91550,26190,25278,17805
12360,25015821904,14000US25015821904,1446,2014-18,68092,8164,107024,5627,51625,16366
12361,25015822000,14000US25015822000,1447,2014-18,70208,12090,0,0,69792,12721
12362,25015822200,14000US25015822200,1448,2014-18,80589,9364,92537,15111,43558,22059
12363,25015822300,14000US25015822300,1449,2014-18,44943,15725,76801,7879,40817,1746
12364,25015822401,14000US25015822401,1450,2014-18,89362,7215,94225,11749,19917,9029
12365,25015822402,14000US25015822402,1451,2014-18,55145,8587,61522,11602,42289,13542
12366,25015822500,14000US25015822500,1452,2014-18,93854,16622,102435,13160,52794,9737
12367,25015822601,14000US25015822601,1453,2014-18,59881,10257,69091,13922,45625,11021
12368,25015822603,14000US25015822603,1454,2014-18,89545,9233,93542,14640,51563,11280
12369,25015822605,14000US25015822605,1455,2014-18,74010,6769,74792,14680,0,0
12370,25015822606,14000US25015822606,1456,2014-18,79867,5954,91778,9216,35598,7709
12371,25015822700,14000US25015822700,1457,2014-18,64635,5642,71953,6637,30132,18270
12372,25017300100,14000US25017300100,1458,2014-18,101357,9196,105144,8834,73819,42910
12373,25017301101,14000US25017301101,1459,2014-18,78510,7223,89571,11298,40682,13252
12374,25017301102,14000US25017301102,1460,2014-18,98990,12857,104345,10677,51182,9634
12375,25017310100,14000US25017310100,1461,2014-18,31194,8101,71250,16182,21659,6651
12376,25017310200,14000US25017310200,1462,2014-18,53098,18809,101121,40949,42218,15747
12377,25017310300,14000US25017310300,1463,2014-18,45942,9932,69813,25419,33438,14366
12378,25017310400,14000US25017310400,1464,2014-18,42935,11678,69821,8483,24391,8134
12379,25017310500,14000US25017310500,1465,2014-18,48889,16509,68681,18611,29073,16735
12380,25017310601,14000US25017310601,1466,2014-18,62944,9625,108015,24322,28772,9565
12381,25017310602,14000US25017310602,1467,2014-18,67716,10462,72718,5474,50536,27245
12382,25017310700,14000US25017310700,1468,2014-18,39096,11368,74583,13476,26466,11525
12383,25017311100,14000US25017311100,1469,2014-18,53203,5604,129750,15380,42156,10108
12384,25017311200,14000US25017311200,1470,2014-18,40417,5659,66563,25132,37537,4666
12385,25017311300,14000US25017311300,1471,2014-18,62545,15259,121844,20720,38333,17896
12386,25017311400,14000US25017311400,1472,2014-18,55961,10326,61938,20506,46005,15102
12387,25017311500,14000US25017311500,1473,2014-18,54756,19579,103611,40706,50236,26955
12388,25017311600,14000US25017311600,1474,2014-18,66287,8768,94681,11473,48273,3896
12389,25017311700,14000US25017311700,1475,2014-18,67478,14035,71845,12243,61618,25391
12390,25017311800,14000US25017311800,1476,2014-18,45739,5535,66875,32260,40787,19806
12391,25017311900,14000US25017311900,1477,2014-18,23495,7169,51125,8418,19464,7973
12392,25017312000,14000US25017312000,1478,2014-18,46071,13611,76125,7369,39473,7567
12393,25017312100,14000US25017312100,1479,2014-18,37961,18292,87500,8197,26589,7247
12394,25017312200,14000US25017312200,1480,2014-18,64955,11231,75673,10590,37850,13734
12395,25017312300,14000US25017312300,1481,2014-18,74115,8462,74965,5558,0,0
12396,25017312400,14000US25017312400,1482,2014-18,33144,4739,71250,24856,24375,6055
12397,25017312501,14000US25017312501,1483,2014-18,88911,8198,104779,20868,43450,17593
12398,25017312502,14000US25017312502,1484,2014-18,83487,18017,112870,14591,45455,24547
12399,25017313101,14000US25017313101,1485,2014-18,116331,21780,133047,15433,41528,31542
12400,25017313102,14000US25017313102,1486,2014-18,105333,8357,116250,13640,0,0
12401,25017314101,14000US25017314101,1487,2014-18,91750,16940,113713,10074,64609,14529
12402,25017314102,14000US25017314102,1488,2014-18,81219,12282,90795,11761,42344,16812
12403,25017314200,14000US25017314200,1489,2014-18,71235,8463,85893,24587,29444,10007
12404,25017314301,14000US25017314301,1490,2014-18,95125,8640,104375,10676,0,0
12405,25017314302,14000US25017314302,1491,2014-18,127813,14690,133500,13153,77788,49184
12406,25017315100,14000US25017315100,1492,2014-18,107984,10218,111023,6273,59345,56972
12407,25017315200,14000US25017315200,1493,2014-18,95679,7483,100168,6409,74750,36012
12408,25017315401,14000US25017315401,1494,2014-18,77679,17048,84946,23089,21546,13121
12409,25017315402,14000US25017315402,1495,2014-18,121042,7935,123403,8466,0,0
12410,25017315403,14000US25017315403,1496,2014-18,113636,15160,125644,15764,0,0
12411,25017315500,14000US25017315500,1497,2014-18,91821,9937,92586,11157,90250,36258
12412,25017316101,14000US25017316101,1498,2014-18,111500,11262,115395,13696,0,0
12413,25017316102,14000US25017316102,1499,2014-18,108138,25203,125987,9714,55333,42005
12414,25017316201,14000US25017316201,1500,2014-18,97841,13360,99091,13740,0,0
12415,25017316202,14000US25017316202,1501,2014-18,106532,9667,115298,18316,60583,49100
12416,25017316300,14000US25017316300,1502,2014-18,100134,9054,120123,14304,84327,26887
12417,25017316400,14000US25017316400,1503,2014-18,102986,9179,104931,8085,66250,29309
12418,25017316500,14000US25017316500,1504,2014-18,95519,14735,103325,13283,57500,25320
12419,25017317101,14000US25017317101,1505,2014-18,103361,8111,116929,18957,56016,21366
12420,25017317102,14000US25017317102,1506,2014-18,124464,19995,136250,16763,68977,35416
12421,25017317103,14000US25017317103,1507,2014-18,139157,8240,139826,9200,93203,14121
12422,25017317201,14000US25017317201,1508,2014-18,136767,28857,136767,28857,0,0
12423,25017317202,14000US25017317202,1509,2014-18,133750,17454,135054,15125,69821,50337
12424,25017317203,14000US25017317203,1510,2014-18,111563,24878,139406,7211,19975,16865
12425,25017317301,14000US25017317301,1511,2014-18,78619,12981,106250,31773,40238,16311
12426,25017317302,14000US25017317302,1512,2014-18,88750,30316,107455,10477,23321,21564
12427,25017318100,14000US25017318100,1513,2014-18,130263,29784,133594,27959,0,0
12428,25017318200,14000US25017318200,1514,2014-18,128214,10385,139957,8149,102917,26453
12429,25017318300,14000US25017318300,1515,2014-18,165461,15743,172564,16509,82250,77382
12430,25017318400,14000US25017318400,1516,2014-18,141932,18314,169961,18635,58839,29167
12431,25017320102,14000US25017320102,1517,2014-18,167206,21319,179479,18268,71750,49226
12432,25017320103,14000US25017320103,1518,2014-18,172857,16019,192321,25823,47708,36809
12433,25017320104,14000US25017320104,1519,2014-18,162610,20033,196354,29776,73547,34456
12434,25017321100,14000US25017321100,1520,2014-18,88375,14233,132171,20487,54159,13104
12435,25017321200,14000US25017321200,1521,2014-18,70575,10168,91603,12185,50399,8764
12436,25017321300,14000US25017321300,1522,2014-18,70737,5793,107338,13107,50750,19885
12437,25017321400,14000US25017321400,1523,2014-18,93750,18252,90227,16276,105250,20631
12438,25017321500,14000US25017321500,1524,2014-18,66319,14076,94079,22718,44375,13312
12439,25017321600,14000US25017321600,1525,2014-18,94194,10172,112059,12261,73750,9277
12440,25017322100,14000US25017322100,1526,2014-18,116188,16492,123354,14908,56625,15132
12441,25017322200,14000US25017322200,1527,2014-18,84574,11404,107788,11531,49583,19456
12442,25017322300,14000US25017322300,1528,2014-18,63477,6218,98341,12629,40000,16743
12443,25017322400,14000US25017322400,1529,2014-18,86514,11840,107663,14221,59740,18865
12444,25017323100,14000US25017323100,1530,2014-18,145967,18568,157708,21189,64958,15250
12445,25017324101,14000US25017324101,1531,2014-18,113581,14225,123512,18266,35347,11177
12446,25017324102,14000US25017324102,1532,2014-18,124742,11739,142578,16421,50417,39464
12447,25017325100,14000US25017325100,1533,2014-18,84917,19894,120540,14128,60679,7038
12448,25017326101,14000US25017326101,1534,2014-18,134972,23973,157375,14700,34313,13258
12449,25017326102,14000US25017326102,1535,2014-18,117438,20243,129265,26828,65673,29215
12450,25017327101,14000US25017327101,1536,2014-18,133783,8300,135789,8319,0,0
12451,25017327102,14000US25017327102,1537,2014-18,85175,12271,93186,9896,73500,17095
12452,25017327103,14000US25017327103,1538,2014-18,91140,12737,108438,17932,24797,6527
12453,25017328100,14000US25017328100,1539,2014-18,131250,13582,130268,11638,175078,72846
12454,25017330100,14000US25017330100,1540,2014-18,153148,19661,154954,18144,84609,51674
12455,25017330200,14000US25017330200,1541,2014-18,110298,19004,125649,10786,59300,5779
12456,25017331101,14000US25017331101,1542,2014-18,113750,31887,134167,17060,90323,20209
12457,25017331102,14000US25017331102,1543,2014-18,110052,16704,125357,16587,79129,26227
12458,25017331200,14000US25017331200,1544,2014-18,125375,8907,126903,7358,76750,56533
12459,25017331300,14000US25017331300,1545,2014-18,124602,8256,126531,8512,0,0
12460,25017332100,14000US25017332100,1546,2014-18,135436,20002,135087,19665,0,0
12461,25017332200,14000US25017332200,1547,2014-18,101828,23988,121567,15138,85807,5135
12462,25017332300,14000US25017332300,1548,2014-18,93125,10736,101331,18518,64485,24458
12463,25017332400,14000US25017332400,1549,2014-18,93136,15059,118702,39247,79000,18636
12464,25017333100,14000US25017333100,1550,2014-18,93343,14512,111587,13642,64130,7800
12465,25017333200,14000US25017333200,1551,2014-18,77356,9569,91833,17796,62692,16242
12466,25017333300,14000US25017333300,1552,2014-18,70880,12597,85455,23594,51658,7707
12467,25017333400,14000US25017333400,1553,2014-18,91756,13173,107045,9425,66141,20219
12468,25017333501,14000US25017333501,1554,2014-18,102500,14567,116286,11636,58514,18384
12469,25017333502,14000US25017333502,1555,2014-18,86053,14268,108688,13802,54511,13991
12470,25017333600,14000US25017333600,1556,2014-18,88087,10302,121480,17968,72000,11591
12471,25017334100,14000US25017334100,1557,2014-18,133095,19860,134690,30102,57232,39879
12472,25017334200,14000US25017334200,1558,2014-18,102634,14002,133860,16236,56324,21317
12473,25017334300,14000US25017334300,1559,2014-18,142113,13626,151250,17538,32045,21424
12474,25017334400,14000US25017334400,1560,2014-18,90811,9753,106554,10086,35242,19137
12475,25017335100,14000US25017335100,1561,2014-18,91250,12987,103945,11855,56597,19639
12476,25017335200,14000US25017335200,1562,2014-18,98351,10564,118523,11812,43929,22245
12477,25017335301,14000US25017335301,1563,2014-18,84863,11100,118780,13063,39152,27397
12478,25017335302,14000US25017335302,1564,2014-18,93955,9474,111544,11337,63367,9601
12479,25017335400,14000US25017335400,1565,2014-18,112566,17299,128558,15239,54353,17143
12480,25017336100,14000US25017336100,1566,2014-18,107083,18777,144135,27625,35806,6749
12481,25017336200,14000US25017336200,1567,2014-18,131741,11223,147653,17422,0,0
12482,25017336300,14000US25017336300,1568,2014-18,120436,15742,147715,27178,67231,17421
12483,25017336401,14000US25017336401,1569,2014-18,69219,24876,147557,43101,59167,6298
12484,25017336402,14000US25017336402,1570,2014-18,79969,20028,117734,22634,31917,14827
12485,25017337101,14000US25017337101,1571,2014-18,87353,21335,140885,18562,19464,18444
12486,25017337102,14000US25017337102,1572,2014-18,100067,16804,116789,17820,76331,20738
12487,25017337201,14000US25017337201,1573,2014-18,83472,5644,96343,23933,75438,49462
12488,25017337202,14000US25017337202,1574,2014-18,102775,10172,123889,17153,41590,9318
