case_action_id	case_id	actor	action	description	date_time	file_reference_number	last_indexed
473392	473388	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-08-03 00:00:00	0	2017-02-05 14:49:43
473396	473388	Administrator/rix CTA	Appointment of agent filed	Appointment of Agent	2010-08-03 00:00:00	0	2017-02-05 14:49:43
473397	473388	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-08-03 00:00:00	0	2017-02-05 14:49:43
473398	473388	Administrator/rix CTA	Certificate of Death filed	Certificate of Death (Mary Lorraine Vernaglia)	2010-08-03 00:00:00	0	2017-02-05 14:49:43
473416	473388	Administrator/rix CTA	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2011-05-31 00:00:00	0	2017-02-05 14:49:43
604891	604888	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-09-28 00:00:00	0	2017-02-05 14:49:43
604892	604888	Administrator/rix CTA	Copy of will filed	Copy of Will dated 09/19/1989 3p.	2011-09-28 00:00:00	0	2017-02-05 14:49:43
604893	604888	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-09-28 00:00:00	0	2017-02-05 14:49:43
604907	604888	Administrator/rix CTA	Petition for Order of Complete	Petition for Order of Complete Settlement	2012-08-30 00:00:00	0	2017-02-05 14:49:43
692668	692665	Administrator/rix CTA	Petition for Administration	Petition for Administration	2011-10-17 00:00:00	0	2017-02-05 14:49:43
692670	692665	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-10-17 00:00:00	0	2017-02-05 14:49:43
702494	702491	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-10-19 00:00:00	0	2017-02-05 14:49:43
702496	702491	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-10-19 00:00:00	0	2017-02-05 14:49:43
702506	702491	Administrator/rix CTA	Petition for Sale of Real Esta	Petition for Sale of Real Estate by Temporary Administrator WWA	2011-10-25 00:00:00	0	2017-02-05 14:49:43
702522	702491	Administrator/rix CTA	Petition for Order of Complete	Petition for Order of Complete Settlement	2012-09-25 00:00:00	0	2017-02-05 14:49:43
759998	759995	Administrator/rix CTA	Petition for Probate of Will a	Petition for Probate of Will and Appointment of Executor	2010-06-10 00:00:00	0	2017-02-05 14:49:43
760000	759995	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-06-10 00:00:00	0	2017-02-05 14:49:43
770010	770007	Administrator/rix CTA	Copy of will filed	Will	2010-09-07 00:00:00	0	2017-02-05 14:49:43
770011	770007	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-09-07 00:00:00	0	2017-02-05 14:49:43
770012	770007	Administrator/rix CTA	Bond without sureties filed	Bond without Sureties	2010-09-07 00:00:00	0	2017-02-05 14:49:43
770014	770007	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-09-07 00:00:00	0	2017-02-05 14:49:43
770016	770007	Administrator/rix CTA	Military affidavit filed	Affidavit as to Military Service	2010-10-29 00:00:00	0	2017-02-05 14:49:43
770023	770007	Administrator/rix CTA	Petition for Order of Complete	Petition for Order of Complete Settlement	2012-12-06 00:00:00	0	2017-02-05 14:49:43
770025	770007	Administrator/rix CTA	Petition for Order of Complete	Citation on Petition for Order of Complete Settlement requesting to adjudicate a final settlement issued.	2012-12-19 00:00:00	0	2017-02-05 14:49:43
779901	779898	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-10-27 00:00:00	0	2017-02-05 14:49:43
779902	779898	Administrator/rix CTA	Copy of will filed	Copy of Will : 6 Pages	2011-10-27 00:00:00	0	2017-02-05 14:49:43
779904	779898	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-10-27 00:00:00	0	2017-02-05 14:49:43
779909	779898	Administrator/rix CTA	Military affidavit filed	Affidavit as to Military Service	2011-10-27 00:00:00	0	2017-02-05 14:49:43
779919	779898	Administrator/rix CTA	Petition for Order of Complete	Petition for Order of Complete Settlement	2013-05-01 00:00:00	0	2017-02-05 14:49:43
779922	779898	Administrator/rix CTA	Military affidavit filed	Affidavit as to Military Service	2013-05-01 00:00:00	0	2017-02-05 14:49:43
909237	909234	Administrator/rix CTA	Petition for Administration	Petition for Administration with the Will Annexed	2011-11-15 00:00:00	0	2017-02-05 14:49:43
909239	909234	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-11-15 00:00:00	0	2017-02-05 14:49:43
934384	934380	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-10-01 00:00:00	0	2017-02-05 14:49:43
934387	934380	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-10-01 00:00:00	0	2017-02-05 14:49:43
934388	934380	Administrator/rix CTA	Certificate of Death filed	Certificate of Death (Ernest Gardner Jones)	2010-10-01 00:00:00	0	2017-02-05 14:49:43
934389	934380	Administrator/rix CTA	Certificate of Death filed	Certificate of Death (Harold B Nash)	2010-10-01 00:00:00	0	2017-02-05 14:49:43
934396	934380	Administrator/rix CTA	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2011-08-22 00:00:00	0	2017-02-05 14:49:43
983634	983630	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-11-28 00:00:00	0	2017-02-05 14:49:43
983635	983630	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-11-28 00:00:00	0	2017-02-05 14:49:43
983646	983630	Administrator/rix CTA	Petition for Order of Complete	Petition for Order of Complete Settlement	2013-11-19 00:00:00	0	2017-02-05 14:49:43
1090300	1090297	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-12-19 00:00:00	0	2017-02-05 14:49:43
1090301	1090297	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-12-19 00:00:00	0	2017-02-05 14:49:43
1259134	1259130	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-11-12 00:00:00	0	2017-02-05 14:49:43
1259138	1259130	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-11-12 00:00:00	0	2017-02-05 14:49:43
1259140	1259130	Administrator/rix CTA	Certificate of Death filed	Certificate of Death of Andrew Theodore Hanson	2010-11-12 00:00:00	0	2017-02-05 14:49:43
1263311	1263307	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-11-10 00:00:00	0	2017-02-05 14:49:43
1263315	1263307	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-11-10 00:00:00	0	2017-02-05 14:49:43
1512533	1512529	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-12-07 00:00:00	0	2017-02-05 14:49:43
1512537	1512529	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-12-07 00:00:00	0	2017-02-05 14:49:43
1853134	1853131	Administrator/rix CTA	Petition for Probate of Will a	Petition for Probate of Will and Appointment of Executor	2012-01-18 00:00:00	0	2017-02-05 14:49:43
1853135	1853131	Administrator/rix CTA	Copy of will filed	Copy of Will dated 05/12/2000 3p.	2012-01-18 00:00:00	0	2017-02-05 14:49:43
1853136	1853131	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2012-01-18 00:00:00	0	2017-02-05 14:49:43
1973184	1973180	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2012-02-09 00:00:00	0	2017-02-05 14:49:43
1973186	1973180	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2012-02-09 00:00:00	0	2017-02-05 14:49:43
1973203	1973180	Administrator/rix CTA	Petition for Order of Complete	Petition for Order of Complete Settlement	2013-07-09 00:00:00	0	2017-02-05 14:49:43
3598003	3597999	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-07-18 00:00:00	0	2017-02-05 14:49:43
3598006	3597999	Administrator/rix CTA	Petition for Administration	Petition for Administration with the will annexed	2011-07-18 00:00:00	0	2017-02-05 14:49:43
3632512	3632504	Administrator/rix CTA	Petition for Probate of Foreig	Petition for Probate of Foreign Will	2011-07-29 00:00:00	0	2017-02-05 14:49:43
3632513	3632504	Administrator/rix CTA	Certificate of Death filed	Certificate of Death (Athena B Pepi aka Ethel Pepi)	2011-07-29 00:00:00	0	2017-02-05 14:49:43
3635774	3635770	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-07-29 00:00:00	0	2017-02-05 14:49:43
3635778	3635770	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-07-29 00:00:00	0	2017-02-05 14:49:43
3740552	3740548	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-08-31 00:00:00	0	2017-02-05 14:49:43
3740556	3740548	Administrator/rix CTA	Petition for Administration	Petition for Administration with the will Annexed	2011-08-31 00:00:00	0	2017-02-05 14:49:43
3740564	3740548	Administrator/rix CTA	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2011-12-22 00:00:00	0	2017-02-05 14:49:43
3740571	3740548	Administrator/rix CTA	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2013-07-24 00:00:00	0	2017-02-05 14:49:43
3849300	3849294	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-10-19 00:00:00	0	2017-02-05 14:49:43
3849308	3849294	Administrator/rix CTA	Petition for Order of Complete	Petition for Order of Complete Settlement	2013-05-28 00:00:00	0	2017-02-05 14:49:43
3853279	3853274	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-10-17 00:00:00	0	2017-02-05 14:49:43
3901040	3901036	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-11-09 00:00:00	0	2017-02-05 14:49:43
3901045	3901036	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-11-09 00:00:00	0	2017-02-05 14:49:43
3901053	3901036	Administrator/rix CTA	Petition for Order of Complete	Petition for Order of Complete Settlement	2013-05-08 00:00:00	0	2017-02-05 14:49:43
3937269	3937265	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-11-28 00:00:00	0	2017-02-05 14:49:43
3937273	3937265	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-11-28 00:00:00	0	2017-02-05 14:49:43
3937275	3937265	Administrator/rix CTA	Certificate of Death filed	Certificate of Death of Lois A Pignataro	2011-11-28 00:00:00	0	2017-02-05 14:49:43
3992783	3992779	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-12-21 00:00:00	0	2017-02-05 14:49:43
3992787	3992779	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-12-21 00:00:00	0	2017-02-05 14:49:43
3992794	3992779	Administrator/rix CTA	Petition for Order of Complete	Petition for Order of Complete Settlement	2013-02-20 00:00:00	0	2017-02-05 14:49:43
3996870	3996864	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-12-20 00:00:00	0	2017-02-05 14:49:43
3996874	3996864	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-12-20 00:00:00	0	2017-02-05 14:49:43
5042969	5042965	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-07-14 00:00:00	0	2017-02-05 14:49:43
5042972	5042965	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-07-14 00:00:00	0	2017-02-05 14:49:43
5126007	5126004	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-07-26 00:00:00	0	2017-02-05 14:49:43
5126009	5126004	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-07-26 00:00:00	0	2017-02-05 14:49:43
5212773	5212769	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-01-04 00:00:00	0	2017-02-05 14:49:43
5212778	5212769	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-01-04 00:00:00	0	2017-02-05 14:49:43
5223304	5223300	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-01-07 00:00:00	0	2017-02-05 14:49:43
5223308	5223300	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-01-07 00:00:00	0	2017-02-05 14:49:43
5223310	5223300	Administrator/rix CTA	Certificate of Death filed	Certificate of Death of Barbara Jeanne Kennedy	2011-01-07 00:00:00	0	2017-02-05 14:49:43
5229783	5229780	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-01-10 00:00:00	0	2017-02-05 14:49:43
5229786	5229780	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-01-10 00:00:00	0	2017-02-05 14:49:43
5345301	5345298	Administrator/rix CTA	Petition for Probate of Will a	Petition for Probate of Will and Appointment of Executor	2010-09-01 00:00:00	0	2017-02-05 14:49:43
5345303	5345298	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-09-01 00:00:00	0	2017-02-05 14:49:43
5345315	5345298	Administrator/rix CTA	Petition for Order of Complete	Petition for Order of Complete Settlement	2014-06-19 00:00:00	0	2017-02-05 14:49:43
5396756	5396752	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-02-24 00:00:00	0	2017-02-05 14:49:43
5396759	5396752	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-02-24 00:00:00	0	2017-02-05 14:49:43
5396761	5396752	Administrator/rix CTA	Certificate of Death filed	Certificate of Death of Margaret M. McCarthy	2011-02-24 00:00:00	0	2017-02-05 14:49:43
5413964	5413961	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-09-16 00:00:00	0	2017-02-05 14:49:43
5413966	5413961	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-09-16 00:00:00	0	2017-02-05 14:49:43
5579932	5579925	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-03-29 00:00:00	0	2017-02-05 14:49:43
5579935	5579925	Administrator/rix CTA	Petition for Probate of Will a	Petition for Probate of Will and Appointment of Executor	2011-03-29 00:00:00	0	2017-02-05 14:49:43
5579951	5579925	Administrator/rix CTA	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2012-06-05 00:00:00	0	2017-02-05 14:49:43
5612859	5612856	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-10-15 00:00:00	0	2017-02-05 14:49:43
5612863	5612856	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-10-15 00:00:00	0	2017-02-05 14:49:43
5702486	5702482	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-04-15 00:00:00	0	2017-02-05 14:49:43
5702489	5702482	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-04-15 00:00:00	0	2017-02-05 14:49:43
5702501	5702482	Administrator/rix CTA	Petition for Sale of Real Esta	Petition for Sale of Real Estate

Attorney Shaughnessy Esq., Tracy Elizabeth	2011-05-17 00:00:00	0	2017-02-05 14:49:43
5725055	5725051	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-04-22 00:00:00	0	2017-02-05 14:49:43
5725058	5725051	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-04-22 00:00:00	0	2017-02-05 14:49:43
5725446	5725442	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-04-22 00:00:00	0	2017-02-05 14:49:43
5725451	5725442	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-04-22 00:00:00	0	2017-02-05 14:49:43
5726216	5726212	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-04-22 00:00:00	0	2017-02-05 14:49:43
5726218	5726212	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-04-22 00:00:00	0	2017-02-05 14:49:43
5763596	5763591	Administrator/rix CTA	Petition for Probate of Foreig	Petition for Probate of Foreign Will	2011-05-03 00:00:00	0	2017-02-05 14:49:43
