"Project Name:AEP1802E UT1 C Utility Simple FixProject Code:AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Rise Engineering,,,,,,,,,,,
ELECTRICIAN,Journey,16.00,8.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,16.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,16.00,8.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,16.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",16.00,"8.000.000.000.000.008.00","0.000.0016.00",,,,,,,,
"",,,,,,,,0.00,16.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,16.00,8.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,16.00,
Total  Journey Hours,16.00,8.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,16.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,16.00,8.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,16.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community CollegeProject Code:BRC1901 DB1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"Arden Engineering Constructors, LLC",,,,,,,,,,,
PIPEFITTER,Journey,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Apprentice,165.00,165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,165.00,165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.00
PIPEFITTER & STEAMFITTER,Journey,"1,640.00","1,472.00",168.00,0.00,0.00,0.00,0.00,0.00,8.00,"1,632.00"
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"1,640.00","1,472.00",168.00,0.00,0.00,0.00,0.00,0.00,8.00,"1,632.00"
Total for Contractor,Journey,"1,640.00","1,472.00",168.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,8.00,"1,632.00"
"",Apprentice,165.00,165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.00
"",A/J Ratio,0.10,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"1,805.00","1,637.00",168.00,0.00,0.00,0.00,0.00,0.00,8.00,"1,797.00"
"Bond Brothers, Inc.",,,,,,,,,,,
LABORER,Journey,"2,420.00","1,590.00",376.00,298.00,0.00,0.00,156.00,0.00,154.00,"2,266.00"
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"2,420.00","1,590.00",376.00,298.00,0.00,0.00,156.00,0.00,154.00,"2,266.00"
"OTHER POWER DRIVEN EQUIPMENT -CLASS II",Journey,812.00,812.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,812.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,812.00,812.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,812.00,
"Project Name:BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community CollegeProject Code:BRC1901 DB1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,"3,232.00","2,402.00",376.00,298.00,0.00,0.00,156.00,0.00,154.00,"3,078.00"
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"3,232.00","2,402.00",376.00,298.00,0.00,0.00,156.00,0.00,154.00,"3,078.00"
Fall River Electrical Assoc.,,,,,,,,,,,
ELECTRICIAN,Journey,422.50,353.00,0.00,0.00,0.00,0.00,69.50,0.00,0.00,422.50
"",Apprentice,187.50,179.50,0.00,8.00,0.00,0.00,0.00,0.00,0.00,187.50
"",A/J Ratio,0.44,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,610.00,532.50,0.00,8.00,0.00,0.00,69.50,0.00,0.00,610.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",422.50,"353.000.000.000.000.0069.50","0.000.00422.50",,,,,,,,
"",,,,,,,,,0.00,422.50,
"",Apprentice,187.50,179.50,0.00,8.00,0.00,0.00,0.00,0.00,0.00,187.50
"",A/J Ratio,0.44,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
