"Project Name:AEP1802E UT1 C Utility Simple FixProject Code:AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Rise Engineering,,,,,,,,,,,
INSULATOR (PIPES & TANKS),Journey,101.00,7.50,0.00,93.50,0.00,0.00,0.00,0.00,0.00,101.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,101.00,7.50,0.00,93.50,0.00,0.00,0.00,0.00,0.00,101.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",101.00,"7.500.0093.500.000.000.00","0.000.00101.00",,,,,,,,
"",,,,,,,,0.00,101.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,101.00,7.50,0.00,93.50,0.00,0.00,0.00,0.00,0.00,101.00,
Total  Journey Hours,101.00,7.50,0.00,93.50,0.00,0.00,0.00,0.00,0.00,101.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,101.00,7.50,0.00,93.50,0.00,0.00,0.00,0.00,0.00,101.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:CME0902 DC1 C Chief Medical Examiner Office West Central CombinedProject Code:CME0902 DC1 CM",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Adams Plumbing & Heating, Inc.",,,,,,,,,,,
PLUMBERS & GASFITTERS,Journey,15.50,15.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,15.50,15.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.50
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",15.50,"15.500.000.000.000.000.00","0.000.0015.50",,,,,,,,
"",,,,,,,,,,0.00,15.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,15.50,15.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.50
Ayotte and King for Tile Inc.,,,,,,,,,,,
FLOORCOVERER,Journey,26.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00
"",Apprentice,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
"",A/J Ratio,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,31.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
Total for Contractor,Journey,26.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,26.00
"",Apprentice,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
"",A/J Ratio,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,31.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
"Central Ceilings, Inc.",,,,,,,,,,,
CARPENTER,Journey,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,
"Project Name:CME0902 DC1 C Chief Medical Examiner Office West Central CombinedProject Code:CME0902 DC1 CM",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
"Eastfield Glass Co,. Inc.",,,,,,,,,,,
"GLAZIER (GLASS PLANK/AIRBARRIER/INTERIOR SYSTEMS)",Journey,4.50,1.50,0.00,3.00,0.00,0.00,0.00,0.00,0.00,4.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,4.50,1.50,0.00,3.00,0.00,0.00,0.00,0.00,0.00,4.50
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",4.50,"1.500.003.000.000.000.00","0.000.004.50",,,,,,,,
"",,,,,,,,,0.00,4.50,
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,4.50,1.50,0.00,3.00,0.00,0.00,0.00,0.00,0.00,4.50
"Kapiloff's Glass, Inc.",,,,,,,,,,,
"GLAZIER (GLASS PLANK/AIRBARRIER/INTERIOR SYSTEMS)",Journey,15.02,15.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.02
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,15.02,15.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.02
Total for Contractor,Journey,15.02,15.02,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,0.00,15.02,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,15.02,15.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.02,
"New England Door Closer,Inc,",,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:CME0902 DC1 C Chief Medical Examiner Office West Central CombinedProject Code:CME0902 DC1 CM",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
