"",Apprentice,441.50,417.00,0.00,0.00,0.00,0.00,24.50,0.00,144.00,297.50
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,441.50,417.00,0.00,0.00,0.00,0.00,24.50,0.00,144.00,297.50
PIPEFITTER & STEAMFITTER,Journey,546.00,522.00,24.00,0.00,0.00,0.00,0.00,0.00,24.00,522.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,546.00,522.00,24.00,0.00,0.00,0.00,0.00,0.00,24.00,522.00
Total for Contractor,Journey,546.00,522.00,24.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,24.00,522.00
"",Apprentice,441.50,417.00,0.00,0.00,0.00,0.00,24.50,0.00,144.00,297.50
"",A/J Ratio,0.81,0.80,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.57
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,987.50,939.00,24.00,0.00,0.00,0.00,24.50,0.00,168.00,819.50
"Bond Brothers, Inc.",,,,,,,,,,,
LABORER,Journey,"1,296.00",950.00,48.00,146.00,0.00,0.00,152.00,0.00,0.00,"1,296.00"
"",Apprentice,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00
"",A/J Ratio,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"1,312.00",966.00,48.00,146.00,0.00,0.00,152.00,0.00,16.00,"1,296.00"
"OTHER POWER DRIVEN EQUIPMENT -CLASS II",Journey,472.00,472.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,472.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,472.00,472.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,472.00,
"Project Name:BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community CollegeProject Code:BRC1901 DB1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,"1,768.00","1,422.00",48.00,146.00,0.00,0.00,152.00,0.00,0.00,"1,768.00"
"",Apprentice,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00
"",A/J Ratio,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"1,784.00","1,438.00",48.00,146.00,0.00,0.00,152.00,0.00,16.00,"1,768.00"
Fall River Electrical Assoc.,,,,,,,,,,,
ELECTRICIAN,Journey,173.00,173.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,173.00
Apprentice,128.00,128.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,118.00,
A/J Ratio,0.74,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,301.00,301.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,291.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",173.00,"173.000.000.000.000.000.00","0.000.00173.00",,,,,,,,
"",,,,,,,,0.00,173.00,,
Apprentice,128.00,128.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,118.00,
A/J Ratio,0.74,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,301.00,301.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,291.00,
Total  Journey Hours,"2,487.00","2,117.00",72.00,146.00,0.00,0.00,152.00,0.00,24.00,"2,463.00",
Total Apprentice Hours,585.50,561.00,0.00,0.00,0.00,0.00,24.50,0.00,170.00,415.50,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,"3,072.50","2,678.00",72.00,146.00,0.00,0.00,176.50,0.00,194.00,"2,878.50",
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:BSB1403 HC1 C State House Data Center RelocationProject Code:BSB1403 HC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
LeVangie Electric Co. Inc.,,,,,,,,,,,
TELECOMMUNICATION TECHNICIAN,Journey,40.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00
Apprentice,39.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,
A/J Ratio,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,79.00,39.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",40.00,"0.0040.000.000.000.000.00","0.000.0040.00",,,,,,,,
"",,,,,,,,0.00,40.00,,
Apprentice,39.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,
A/J Ratio,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,79.00,39.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00,
Total  Journey Hours,40.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,
Total Apprentice Hours,39.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,79.00,39.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:BSC1901 DB1 C BSC-Bridgewater-Campus-Wide-Electrical Infrastructure UpgradeProject Code:BSC1901 DB1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Lawrence Lynch Corp,,,,,,,,,,,
DRIVER,Journey,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50
EQUIPMENT OPERATOR (Class B CDL),Journey,285.00,276.50,0.00,0.00,0.00,8.50,0.00,0.00,115.00,170.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,285.00,276.50,0.00,0.00,0.00,8.50,0.00,0.00,115.00,170.00
LABORER,Journey,556.00,552.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,556.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,556.00,552.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,556.00
Total for Contractor,Journey,842.50,830.00,4.00,0.00,0.00,8.50,0.00,0.00,,
"",,,,,,,,,,115.00,727.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,842.50,830.00,4.00,0.00,0.00,8.50,0.00,0.00,115.00,727.50
"Sullivan & McLaughlin Co., Inc.",,,,,,,,,,,
ELECTRICIAN,Journey,201.00,201.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201.00
Apprentice,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,
A/J Ratio,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,241.00,241.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,241.00,
"Project Name:BSC1901 DB1 C BSC-Bridgewater-Campus-Wide-Electrical Infrastructure UpgradeProject Code:BSC1901 DB1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,201.00,201.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201.00
Apprentice,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,
A/J Ratio,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,241.00,241.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,241.00,
Total  Journey Hours,"1,043.50","1,031.00",4.00,0.00,0.00,8.50,0.00,0.00,115.00,928.50,
Total Apprentice Hours,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,"1,083.50","1,071.00",4.00,0.00,0.00,8.50,0.00,0.00,115.00,968.50,
"Project Name:BSD1801 DC1 C Bristol County Jail & H.O.C. Roof repair/ReplacementProject Code:BSD1801 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Annese Electrical Services, Inc.",,,,,,,,,,,
ELECTRICIAN,Journey,66.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,66.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",66.00,"66.000.000.000.000.000.00","0.000.0066.00",,,,,,,,
"",,,,,,,,,,0.00,66.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,66.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00
"Capeway Roofing Systems, Inc.",,,,,,,,,,,
HOISTING ENGINEER/CRANES/GRADALLS,Journey,19.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,19.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00
ROOFER,Journey,73.50,28.50,16.50,28.50,0.00,0.00,0.00,0.00,0.00,73.50
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,73.50,28.50,16.50,28.50,0.00,0.00,0.00,0.00,0.00,73.50,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",92.50,"47.5016.5028.500.000.000.00","0.000.0092.50",,,,,,,,
"",,,,,,,,,0.00,92.50,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,92.50,47.50,16.50,28.50,0.00,0.00,0.00,0.00,0.00,92.50,
"Colantonio, Inc.",,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:BSD1801 DC1 C Bristol County Jail & H.O.C. Roof repair/ReplacementProject Code:BSD1801 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
CARPENTER,Journey,133.00,133.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,133.00,133.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.00
LABORER,Journey,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
Total for Contractor,Journey,141.00,141.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,0.00,141.00,
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,141.00,141.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,141.00
"E. Amanti & Sons, Inc",,,,,,,,,,,
LABORER,Journey,14.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,14.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00
PIPEFITTER & STEAMFITTER,Journey,112.00,8.00,0.00,104.00,0.00,0.00,0.00,0.00,0.00,112.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,112.00,8.00,0.00,104.00,0.00,0.00,0.00,0.00,0.00,112.00
SHEETMETAL WORKER,Journey,120.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,120.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00,
"Project Name:BSD1801 DC1 C Bristol County Jail & H.O.C. Roof repair/ReplacementProject Code:BSD1801 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,246.00,142.00,0.00,104.00,0.00,0.00,0.00,0.00,0.00,246.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,246.00,142.00,0.00,104.00,0.00,0.00,0.00,0.00,0.00,246.00
"Marmelo Brothers Construction Company, Inc.",,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,351.00,351.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,351.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,351.00,351.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,351.00
LABORER: MASON TENDER,Journey,226.00,0.00,117.00,109.00,0.00,0.00,0.00,0.00,0.00,226.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,226.00,0.00,117.00,109.00,0.00,0.00,0.00,0.00,0.00,226.00
Total for Contractor,Journey,577.00,351.00,117.00,109.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,577.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,577.00,351.00,117.00,109.00,0.00,0.00,0.00,0.00,0.00,577.00
V&G Iron Works Corporation,,,,,,,,,,,
IRONWORKER/WELDER,Journey,19.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,19.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,
"Project Name:BSD1801 DC1 C Bristol County Jail & H.O.C. Roof repair/ReplacementProject Code:BSD1801 DC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,19.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,19.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,
Total  Journey Hours,"1,141.50",766.50,133.50,241.50,0.00,0.00,0.00,0.00,0.00,"1,141.50",
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,"1,141.50",766.50,133.50,241.50,0.00,0.00,0.00,0.00,0.00,"1,141.50",
"Project Name:CHE1604 DC1 CM Construction Management Services Chelsea Soldiers' Home Comunity Living CenterProject Code:CHE1604 DC1 CM",,,,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,,,
"","CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale",
"",,,,,,,,,,,,
Bowline Construction,,,,,,,,,,,,
CARPENTER,Journey,72.00,56.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,
"",Apprentice,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,
"",A/J Ratio,0.33,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"",Subtotal,96.00,80.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,
LABORER,Journey,48.00,24.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,48.00,
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"",Subtotal,48.00,24.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,48.00,
Total for Contractor,Journey,120.00,80.00,16.00,24.00,0.00,0.00,0.00,0.00,,,
"",,,,,,,,,,0.00,120.00,
"",Apprentice,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,
"",A/J Ratio,0.20,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"",Subtotal,144.00,104.00,16.00,24.00,0.00,0.00,0.00,0.00,0.00,144.00,
Grasseschi Plumbing,,,,,,,,,,,,
PLUMBERS & GASFITTERS,Journey,36.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,
Apprentice,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,,
A/J Ratio,0.89,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Subtotal,68.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",36.00,"36.000.000.000.000.000.00","0.000.0036.00",,,,,,,,,
"",,,,,,,,,0.00,36.00,,
Apprentice,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,,
A/J Ratio,0.89,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Subtotal,68.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,,
JCI Fire Protection,,,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"0.000.0036.00",
0.00,36.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
