"Project Name:BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community CollegeProject Code:BRC1901 DB1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"Arden Engineering Constructors, LLC",,,,,,,,,,,
PIPEFITTER,Journey,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Apprentice,264.00,264.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00,152.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,264.00,264.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00,152.00
PIPEFITTER & STEAMFITTER,Journey,"1,015.50","1,015.50",0.00,0.00,0.00,0.00,0.00,0.00,8.00,"1,007.50"
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"1,015.50","1,015.50",0.00,0.00,0.00,0.00,0.00,0.00,8.00,"1,007.50"
Total for Contractor,Journey,"1,015.50","1,015.50",0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,8.00,"1,007.50"
"",Apprentice,264.00,264.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00,152.00
"",A/J Ratio,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.15
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"1,279.50","1,279.50",0.00,0.00,0.00,0.00,0.00,0.00,120.00,"1,159.50"
"Bond Brothers, Inc.",,,,,,,,,,,
LABORER,Journey,"2,120.00","1,399.00",321.00,248.00,0.00,0.00,152.00,0.00,152.00,"1,968.00"
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,"2,120.00","1,399.00",321.00,248.00,0.00,0.00,152.00,0.00,152.00,"1,968.00",
"Project Name:BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community CollegeProject Code:BRC1901 DB1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"OTHER POWER DRIVEN EQUIPMENT -CLASS II",Journey,772.00,772.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,772.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,772.00,772.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,772.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal","2,892.00","2,171.00321.00248.000.000.00152.00","0.00152.002,740.00",,,,,,,,
"",,,,,,,,,152.00,"2,740.00",
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"2,892.00","2,171.00",321.00,248.00,0.00,0.00,152.00,0.00,152.00,"2,740.00"
Fall River Electrical Assoc.,,,,,,,,,,,
ELECTRICIAN,Journey,224.00,224.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,224.00
"",Apprentice,143.00,143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.00
"",A/J Ratio,0.64,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,367.00,367.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,367.00
Total for Contractor,Journey,224.00,224.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,0.00,224.00,,
Apprentice,143.00,143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.00,
A/J Ratio,0.64,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,367.00,367.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,367.00,
Total  Journey Hours,"4,131.50","3,410.50",321.00,248.00,0.00,0.00,152.00,0.00,160.00,"3,971.50",
Total Apprentice Hours,407.00,407.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00,295.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,"4,538.50","3,817.50",321.00,248.00,0.00,0.00,152.00,0.00,272.00,"4,266.50",
"Project Name:BSB1403 HC1 C State House Data Center RelocationProject Code:BSB1403 HC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
LeVangie Electric Co. Inc.,,,,,,,,,,,
ELECTRICIAN,Journey,24.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,24.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,24.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,24.00
TELECOMMUNICATION TECHNICIAN,Journey,168.00,0.00,168.00,0.00,0.00,0.00,0.00,0.00,0.00,168.00
"",Apprentice,142.00,142.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142.00
"",A/J Ratio,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,310.00,142.00,168.00,0.00,0.00,0.00,0.00,0.00,0.00,310.00
Total for Contractor,Journey,192.00,0.00,168.00,0.00,24.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,192.00
"",Apprentice,142.00,142.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142.00
"",A/J Ratio,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,334.00,142.00,168.00,0.00,24.00,0.00,0.00,0.00,0.00,334.00
N B Kenney Company,,,,,,,,,,,
PIPEFITTER & STEAMFITTER,Journey,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",16.00,"16.000.000.000.000.000.00","0.000.0016.00",,,,,,,,
